school_name,year,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,rush_att,rush_td,rush_yds,rush_yds_per_att,tot_plays,tot_yds,tot_yds_per_play,turnovers,opp_first_down,opp_first_down_pass,opp_first_down_penalty,opp_first_down_rush,opp_fumbles_lost,opp_pass_att,opp_pass_cmp,opp_pass_cmp_pct,opp_pass_int,opp_pass_td,opp_pass_yds,opp_penalty,opp_penalty_yds,opp_points,opp_rush_att,opp_rush_td,opp_rush_yds,opp_rush_yds_per_att,opp_tot_plays,opp_tot_yds,opp_tot_yds_per_play,opp_turnovers,fg_pct,fga,fgm,kick_points,kick_ret,kick_ret_td,kick_ret_yds,kick_ret_yds_per_ret,punt,punt_ret,punt_ret_td,punt_ret_yds,punt_ret_yds_per_ret,punt_yds,punt_yds_per_punt,xp_pct,xpa,xpm,Unnamed: 0,conf_abbr,losses,losses_conf,notes,opp_points_per_g,points_per_g,rank_final,rank_min,rank_pre,sos,srs,win_loss_pct,win_loss_pct_conf,wins,wins_conf
Washington,2011,21.1,11.4,1.8,7.9,0.7,31.2,20.5,65.8,1.0,2.8,255.5,6.0,59.5,33.4,34.8,1.5,154.3,4.4,66.0,409.8,6.2,1.7,22.8,12.8,1.7,8.3,1.0,37.4,23.5,62.8,0.8,1.7,284.6,6.9,55.4,35.9,33.2,2.5,168.7,5.1,70.5,453.3,6.4,1.8,68.8,1.2,0.8,6.9,5.8,0.0,134.7,23.3,4.0,1.6,0.1,14.9,9.2,173.9,43.5,100.0,4.4,4.4,81.0,Pac-12 (North),6.0,4.0,,35.9,33.4,,22.0,,2.8,1.8,0.5379999999999999,0.556,7.0,5.0
Cincinnati,2011,19.6,8.8,1.8,9.0,0.5,30.2,17.2,56.9,1.1,1.5,207.2,5.2,46.7,33.3,38.5,2.2,178.5,4.6,68.6,385.7,5.6,1.6,19.1,11.4,1.2,6.5,1.3,37.2,22.4,60.2,1.2,1.3,261.2,7.8,64.7,20.3,35.1,0.8,96.2,2.7,72.2,357.4,4.9,2.5,68.0,1.9,1.3,7.8,3.8,0.1,90.8,24.1,4.9,2.1,0.0,14.3,6.9,214.6,43.6,94.3,4.1,3.8,22.0,Big East,3.0,2.0,,20.3,33.3,25.0,23.0,,-0.74,7.34,0.769,0.7140000000000001,10.0,5.0
Michigan,2011,20.8,7.5,1.9,11.4,0.5,21.8,11.9,54.6,1.2,1.7,182.8,4.1,35.2,33.3,43.1,2.4,221.8,5.2,64.9,404.7,6.2,1.7,17.2,8.8,1.2,7.2,1.5,28.8,17.0,59.1,0.7,0.9,190.5,7.1,61.7,17.4,33.0,1.1,131.7,4.0,61.8,322.2,5.2,2.2,76.5,1.3,1.0,7.2,2.7,0.0,49.6,18.4,3.5,1.7,0.0,15.2,9.0,134.6,38.0,98.2,4.2,4.2,37.0,Big Ten (Legends),2.0,2.0,,17.4,33.3,12.0,11.0,,2.96,16.27,0.846,0.75,11.0,6.0
Arizona State,2011,23.8,14.2,2.5,7.1,0.8,40.5,25.6,63.2,1.0,2.1,316.7,8.0,79.8,33.2,32.5,1.8,129.1,4.0,73.1,445.8,6.1,1.8,21.5,11.7,2.5,7.3,1.3,34.6,22.8,65.8,1.2,1.6,273.0,7.9,72.4,28.6,35.0,1.6,149.1,4.3,69.6,422.1,6.1,2.5,68.2,1.7,1.2,7.5,5.1,0.2,127.5,25.1,4.8,1.4,0.1,21.2,15.3,197.1,41.3,98.1,4.1,4.0,88.0,Pac-12 (South),7.0,5.0,,28.6,33.2,,18.0,,2.49,5.1,0.462,0.444,6.0,4.0
Tulsa,2011,22.1,11.2,1.3,9.5,1.3,32.4,19.7,60.8,1.3,2.4,248.7,4.0,35.8,33.1,40.1,1.5,191.7,4.8,72.5,440.4,6.1,2.6,22.1,12.8,1.5,7.8,0.8,39.7,23.6,59.5,1.4,1.9,286.3,5.4,50.4,27.3,39.2,1.5,128.5,3.3,78.8,414.8,5.3,2.2,83.3,1.4,1.2,7.4,3.9,0.1,85.8,21.9,4.5,1.1,0.0,6.3,5.9,181.0,39.9,96.2,4.1,3.9,49.0,CUSA (West),5.0,1.0,,27.3,33.1,,,,0.89,5.2,0.615,0.875,8.0,7.0
Missouri,2011,24.3,9.7,1.2,13.5,0.6,29.5,18.7,63.4,0.8,1.8,231.5,5.4,45.6,32.8,45.3,2.3,244.0,5.4,74.8,475.5,6.4,1.5,20.7,11.6,1.3,7.8,0.7,37.5,23.5,62.8,1.0,1.5,252.6,5.9,44.8,23.5,35.6,1.3,127.4,3.6,73.1,380.0,5.2,1.7,64.0,1.9,1.2,7.8,3.4,0.0,74.4,22.0,4.9,1.5,0.1,13.0,8.9,217.4,44.2,100.0,4.1,4.1,16.0,Big 12,5.0,4.0,,23.5,32.8,,21.0,21.0,6.16,11.08,0.615,0.556,8.0,5.0
Arkansas State,2011,23.4,13.0,1.2,9.2,0.8,38.5,25.1,65.2,1.2,1.6,293.6,6.9,60.4,32.5,39.7,1.9,154.2,3.9,78.2,447.8,5.7,2.1,18.1,9.2,2.1,6.8,0.8,36.5,20.7,56.6,1.5,1.5,227.9,6.2,48.1,20.8,34.5,0.9,103.5,3.0,71.0,331.5,4.7,2.2,70.6,2.6,1.8,8.9,3.2,0.0,67.1,20.8,3.9,2.1,0.2,17.5,8.4,151.4,38.6,93.6,3.6,3.4,103.0,Sun Belt,3.0,0.0,,20.8,32.5,,,,-8.28,1.18,0.769,1.0,10.0,8.0
Louisiana,2011,18.9,10.9,1.7,6.3,1.0,33.6,20.5,60.9,0.8,1.9,269.5,7.6,66.1,32.3,35.1,1.5,125.2,3.6,68.7,394.6,5.7,1.8,21.1,12.1,1.8,7.2,0.7,36.8,23.2,63.0,1.1,1.8,261.3,7.2,61.2,29.8,37.2,2.0,138.6,3.7,74.0,399.9,5.4,1.8,90.0,1.5,1.4,7.7,4.8,0.0,94.3,19.5,6.2,2.5,0.1,25.5,10.4,245.8,40.0,92.0,3.8,3.5,105.0,Sun Belt,4.0,2.0,record adjusted to 1-4-0 by NCAA,29.8,32.3,,,,-6.57,-2.64,0.6920000000000001,0.75,9.0,6.0
Georgia,2011,21.1,11.1,1.4,8.6,0.8,31.0,18.4,59.2,1.0,2.6,244.5,6.1,47.4,32.0,41.6,1.1,164.0,3.9,72.6,408.5,5.6,1.8,14.4,7.7,0.9,5.7,0.9,30.7,15.6,50.7,1.4,0.9,176.0,6.7,45.5,20.6,31.4,1.1,101.2,3.2,62.1,277.2,4.5,2.3,59.5,2.6,1.6,8.4,3.4,0.0,73.9,21.6,4.2,1.9,0.1,18.5,10.0,183.3,43.5,100.0,3.7,3.7,91.0,SEC (East),4.0,1.0,,20.6,32.0,19.0,12.0,19.0,4.02,10.67,0.7140000000000001,0.875,10.0,7.0
Kansas State,2011,19.6,6.9,2.1,10.6,0.7,22.3,12.8,57.6,0.5,1.0,151.5,4.7,35.8,31.8,46.6,2.6,185.5,4.0,68.9,337.0,4.9,1.2,20.3,11.6,1.1,7.6,0.7,36.8,23.2,63.0,1.4,2.0,263.4,6.5,64.4,27.9,33.0,1.4,131.2,4.0,69.8,394.6,5.7,2.1,73.9,1.8,1.3,7.6,3.8,0.2,96.9,25.2,5.2,1.5,0.0,12.3,8.4,213.2,40.8,98.0,3.8,3.7,13.0,Big 12,3.0,2.0,,27.9,31.8,15.0,10.0,,6.84,11.45,0.769,0.778,10.0,7.0
Nevada,2011,26.5,12.0,1.5,13.0,1.0,31.5,20.8,66.0,0.9,1.5,259.2,6.9,56.5,31.7,48.3,2.2,247.5,5.1,79.8,506.7,6.4,1.9,18.6,9.8,1.8,7.1,0.8,33.9,16.4,48.3,1.2,1.9,221.8,6.5,52.8,25.2,32.7,1.2,147.4,4.5,66.6,369.2,5.5,1.9,70.0,1.5,1.1,7.1,4.3,0.0,90.0,20.9,4.4,2.0,0.1,23.6,11.8,181.8,41.5,98.0,3.9,3.8,113.0,WAC,6.0,2.0,,25.2,31.7,,,,-2.76,0.47,0.5379999999999999,0.7140000000000001,7.0,5.0
Hawaii,2011,22.5,15.2,2.2,5.2,1.2,46.0,27.6,60.0,0.8,2.2,308.8,6.1,45.9,31.5,23.2,1.7,95.4,4.1,69.2,404.2,5.8,2.0,20.4,11.2,1.3,7.8,0.8,32.6,19.0,58.3,1.1,2.2,244.9,6.2,56.6,29.1,36.5,1.5,142.5,3.9,69.2,387.4,5.6,1.8,64.3,1.1,0.7,5.5,4.6,0.0,110.3,23.9,4.4,2.0,0.2,17.5,8.7,172.0,39.2,86.3,3.9,3.4,115.0,WAC,7.0,4.0,,29.1,31.5,,,,-7.29,-6.9,0.462,0.429,6.0,3.0
Michigan State,2011,19.4,11.4,1.0,7.1,0.6,32.2,20.6,63.9,0.7,1.9,252.5,6.8,55.4,31.0,34.9,1.5,137.9,3.9,67.1,390.4,5.8,1.3,16.1,8.2,2.4,5.6,0.5,28.6,15.4,53.9,1.3,1.4,176.9,6.1,49.1,18.4,35.9,0.8,100.5,2.8,64.5,277.4,4.3,1.8,75.0,1.7,1.3,7.3,3.4,0.0,79.5,23.7,4.6,2.2,0.1,23.4,10.5,189.4,40.8,100.0,3.4,3.4,36.0,Big Ten (Legends),3.0,1.0,,18.4,31.0,11.0,9.0,17.0,1.48,10.05,0.7859999999999999,0.875,11.0,7.0
Arizona,2011,25.8,16.9,2.3,6.5,0.5,48.1,33.2,69.0,1.3,2.4,370.8,7.9,65.5,30.8,27.6,1.4,94.5,3.4,75.7,465.3,6.1,1.8,23.0,13.2,2.5,7.3,0.4,35.7,23.5,65.9,0.9,1.8,298.9,7.2,67.3,35.4,34.3,2.5,161.6,4.7,69.9,460.5,6.6,1.3,55.6,1.5,0.8,5.6,4.8,0.0,99.9,21.0,3.6,1.2,0.0,5.5,4.7,155.9,43.5,88.1,3.5,3.1,89.0,Pac-12 (South),8.0,7.0,,35.4,30.8,,,,4.21,-1.46,0.33299999999999996,0.222,4.0,2.0
Florida State,2011,18.9,10.3,1.5,7.1,0.5,29.5,19.0,64.5,0.9,1.9,257.0,7.9,67.3,30.6,33.6,1.5,112.2,3.3,63.1,369.2,5.9,1.5,15.8,8.5,1.8,5.5,0.5,30.8,18.2,59.1,1.2,1.2,192.3,5.8,47.5,15.1,35.2,0.6,82.7,2.3,66.1,275.0,4.2,1.8,81.5,2.1,1.7,8.5,2.4,0.0,61.2,25.6,4.4,3.1,0.1,32.1,10.4,206.2,47.0,100.0,3.4,3.4,1.0,ACC (Atlantic),4.0,3.0,,15.1,30.6,23.0,5.0,6.0,0.38,11.22,0.6920000000000001,0.625,9.0,5.0
Temple,2011,18.8,5.8,1.3,11.7,0.6,15.2,8.9,58.6,0.3,0.8,126.8,5.2,43.1,30.6,48.9,2.9,256.5,5.2,64.2,383.3,6.0,0.9,16.5,8.6,0.8,7.1,0.5,29.8,17.1,57.4,1.2,1.0,187.8,4.6,42.2,13.9,34.0,0.8,123.9,3.6,63.8,311.8,4.9,1.6,72.7,1.7,1.2,7.5,2.8,0.1,70.4,25.4,3.5,1.6,0.0,18.3,11.3,165.0,46.6,100.0,3.8,3.8,59.0,MAC (East),4.0,3.0,,13.9,30.6,,,,-5.68,5.63,0.6920000000000001,0.625,9.0,5.0
Ohio,2011,23.4,10.9,1.4,11.2,1.1,30.5,19.6,64.2,0.8,2.1,249.0,6.1,59.4,30.5,42.6,1.3,200.3,4.7,73.1,449.3,6.1,1.9,18.9,9.9,1.5,7.5,0.9,33.5,18.3,54.6,1.1,1.7,219.0,5.9,45.5,22.1,35.2,0.9,142.0,4.0,68.7,361.0,5.3,1.9,73.5,2.4,1.8,8.8,4.1,0.0,87.1,21.0,3.9,2.9,0.1,22.6,7.7,157.1,40.7,98.0,3.5,3.4,58.0,MAC (East),4.0,2.0,,22.1,30.5,,,,-5.73,1.56,0.7140000000000001,0.75,10.0,6.0
Brigham Young,2011,23.5,12.2,1.8,9.5,0.9,35.7,20.2,56.5,1.2,2.2,245.4,5.8,50.2,30.1,38.0,1.2,160.3,4.2,73.7,405.7,5.5,2.1,16.4,8.9,1.9,5.5,0.9,33.2,19.2,57.9,1.0,1.0,200.9,5.7,44.6,20.4,30.8,1.2,112.5,3.7,64.0,313.4,4.9,1.9,60.0,1.9,1.2,7.2,3.6,0.1,82.4,22.8,3.6,1.9,0.1,21.2,11.0,152.7,42.2,100.0,3.7,3.7,54.0,Ind,3.0,0.0,,20.4,30.1,,,,-3.13,4.8,0.769,,10.0,0.0
Louisiana Tech,2011,20.1,10.2,1.3,8.5,0.7,36.8,21.4,58.2,0.8,1.6,248.4,6.8,61.2,30.1,39.2,1.6,146.2,3.7,75.9,394.6,5.2,1.5,20.2,10.8,1.2,8.2,0.8,39.2,22.9,58.5,1.6,1.6,249.1,6.0,50.4,23.2,37.3,0.8,127.4,3.4,76.5,376.5,4.9,2.4,71.4,1.6,1.2,7.0,4.0,0.1,90.5,22.6,6.5,2.2,0.1,20.7,9.6,300.6,46.0,95.8,3.7,3.5,112.0,WAC,5.0,1.0,,23.2,30.1,,,,-2.73,2.04,0.615,0.857,8.0,6.0
South Carolina,2011,19.1,6.9,0.9,11.2,0.9,24.4,14.7,60.3,1.2,1.5,181.5,6.3,48.7,30.1,42.5,2.2,192.1,4.5,66.9,373.5,5.6,2.1,15.8,6.4,0.8,8.6,1.0,26.6,13.4,50.3,1.5,1.1,131.7,4.9,35.9,18.4,37.6,0.9,136.0,3.6,64.2,267.7,4.2,2.5,63.6,0.8,0.5,5.5,2.8,0.0,62.2,21.8,4.1,1.5,0.1,12.0,7.8,155.8,38.2,94.3,4.1,3.8,92.0,SEC (East),2.0,2.0,,18.4,30.1,9.0,9.0,12.0,3.1,13.56,0.846,0.75,11.0,6.0
San Diego State,2011,21.6,11.4,1.5,8.8,0.6,34.5,18.3,53.0,0.6,1.8,242.9,4.6,41.1,29.8,37.4,2.2,184.5,4.9,71.9,427.4,5.9,1.2,18.7,8.2,1.3,9.2,1.0,28.0,15.7,56.0,1.2,1.4,221.7,6.0,49.5,25.0,41.0,1.8,169.5,4.1,69.0,391.2,5.7,2.2,40.0,1.2,0.5,5.0,4.5,0.2,90.4,20.3,4.7,1.7,0.0,8.8,5.2,205.3,43.8,95.9,3.8,3.6,74.0,MWC,5.0,3.0,,25.0,29.8,,,,-4.1,-0.02,0.615,0.5710000000000001,8.0,4.0
Washington State,2011,23.3,14.5,2.4,6.3,0.8,41.0,24.8,60.4,1.0,2.5,322.3,6.5,61.3,29.8,32.7,1.1,100.2,3.1,73.7,422.4,5.7,1.8,19.6,10.9,1.7,7.0,0.8,29.8,19.2,64.2,0.7,2.0,252.4,8.1,69.1,31.8,35.8,1.6,157.2,4.4,65.6,409.6,6.2,1.4,83.3,1.5,1.3,7.2,4.9,0.0,112.3,22.8,4.7,1.0,0.0,3.8,3.8,186.9,40.1,95.3,3.6,3.4,84.0,Pac-12 (North),8.0,7.0,,31.8,29.8,,,,0.14,-5.61,0.33299999999999996,0.222,4.0,2.0
Navy,2011,21.3,3.3,1.2,16.8,0.8,11.3,5.4,48.1,0.5,0.8,85.8,2.3,20.0,29.7,57.8,2.8,312.3,5.4,69.1,398.0,5.8,1.3,22.4,11.3,0.4,10.8,1.2,28.8,21.4,74.3,0.8,1.2,226.9,4.7,41.5,28.9,38.7,2.7,186.9,4.8,67.5,413.8,6.1,2.0,66.7,1.3,0.8,6.0,4.4,0.1,90.9,20.6,3.0,1.1,0.0,8.1,7.5,111.8,37.3,91.3,3.8,3.5,56.0,Ind,7.0,0.0,,28.9,29.7,,,,-1.56,-1.39,0.41700000000000004,,5.0,0.0
South Florida,2011,24.3,11.8,1.8,10.7,1.1,36.2,21.1,58.3,0.9,1.3,249.6,7.1,60.1,29.3,39.7,1.8,183.2,4.6,75.8,432.8,5.7,2.0,19.6,11.5,1.8,6.3,1.2,36.8,22.5,61.2,1.0,1.3,244.0,5.8,48.5,22.7,36.3,0.9,107.3,3.0,73.0,351.3,4.8,2.2,73.1,2.2,1.6,8.3,4.3,0.0,87.8,20.7,5.2,2.8,0.1,17.9,6.5,187.8,36.3,100.0,3.5,3.5,28.0,Big East,7.0,6.0,,22.7,29.3,,16.0,,0.71,3.21,0.41700000000000004,0.14300000000000002,5.0,1.0
Nebraska,2011,20.4,7.7,1.7,11.0,0.8,22.5,12.6,56.0,0.6,1.0,162.7,6.6,52.9,29.2,47.0,2.4,217.2,4.6,69.5,379.9,5.5,1.5,18.8,7.8,1.8,9.2,0.6,27.8,14.8,53.2,0.8,1.2,192.2,5.9,57.5,23.4,39.6,1.8,158.5,4.0,67.4,350.7,5.2,1.4,82.6,1.8,1.5,7.8,3.5,0.1,88.2,25.5,4.5,1.4,0.0,10.7,7.7,202.0,44.5,97.8,3.5,3.4,38.0,Big Ten (Legends),4.0,3.0,,23.4,29.2,24.0,8.0,10.0,3.07,8.76,0.6920000000000001,0.625,9.0,5.0
Notre Dame,2011,23.5,12.5,2.2,8.9,0.9,36.4,23.2,63.8,1.3,1.6,252.6,6.4,59.1,29.2,33.3,1.9,160.4,4.8,69.7,413.0,5.9,2.2,20.1,10.4,1.9,7.8,0.5,31.5,18.8,59.7,0.6,1.8,205.8,7.4,62.5,20.7,36.8,0.6,138.9,3.8,68.2,344.7,5.1,1.1,62.5,1.2,0.8,6.0,4.3,0.2,98.5,22.9,4.3,1.0,0.0,3.7,3.7,168.9,39.2,100.0,3.7,3.7,55.0,Ind,5.0,0.0,,20.7,29.2,,16.0,16.0,4.44,11.06,0.615,,8.0,0.0
Northwestern,2011,23.5,11.5,1.5,10.5,0.6,31.3,22.2,71.0,0.7,2.0,254.2,4.3,37.8,28.9,44.4,1.9,166.6,3.8,75.7,420.8,5.6,1.3,20.5,9.7,1.0,9.8,0.6,27.4,16.6,60.7,0.9,1.2,230.4,5.3,46.2,27.7,39.5,2.1,177.3,4.5,66.8,407.7,6.1,1.5,60.0,0.8,0.5,5.2,3.7,0.0,79.5,21.5,4.0,0.6,0.0,9.8,15.9,163.0,40.8,100.0,3.8,3.8,40.0,Big Ten (Legends),7.0,5.0,,27.7,28.9,,,,0.43,1.66,0.462,0.375,6.0,3.0
Fresno State,2011,20.7,10.5,1.7,8.5,1.0,34.5,21.5,62.3,0.8,2.0,272.6,6.8,62.2,28.5,33.8,1.4,139.2,4.1,68.2,411.8,6.0,1.8,20.5,11.4,1.8,7.4,0.3,33.7,18.7,55.5,0.4,1.6,269.2,5.7,53.8,35.2,34.7,2.6,166.6,4.8,68.4,435.8,6.4,0.7,58.8,1.3,0.8,5.9,6.2,0.0,126.4,20.5,5.1,2.3,0.2,35.8,15.5,204.2,40.2,100.0,3.6,3.6,117.0,WAC,9.0,4.0,,35.2,28.5,,,,-2.47,-7.24,0.308,0.429,4.0,3.0
California,2011,21.5,11.2,2.5,7.8,0.9,33.8,18.9,55.9,0.9,1.3,246.6,7.5,72.4,28.3,37.2,1.9,154.8,4.2,71.1,401.5,5.6,1.8,17.4,7.8,2.0,7.5,0.8,30.5,17.2,56.4,0.9,1.5,204.2,7.5,66.6,24.2,34.0,1.3,128.7,3.8,64.5,332.9,5.2,1.8,87.0,1.8,1.5,7.4,3.9,0.1,78.6,20.0,4.1,1.5,0.0,8.9,5.8,180.4,44.2,85.7,3.2,2.8,82.0,Pac-12 (North),6.0,5.0,,24.2,28.3,,,,2.18,4.57,0.5379999999999999,0.444,7.0,4.0
North Carolina State,2011,18.4,10.8,1.7,5.9,1.0,35.8,22.4,62.4,0.9,2.5,240.0,4.6,33.8,28.2,34.5,0.8,104.8,3.0,70.3,344.8,4.9,1.9,17.7,9.6,0.8,7.2,0.9,31.3,18.0,57.5,2.1,1.3,223.7,5.0,46.8,24.7,35.2,1.4,131.2,3.7,66.5,354.9,5.3,3.0,68.8,1.2,0.8,6.1,4.0,0.0,86.2,21.6,5.3,1.5,0.1,16.0,10.9,197.7,37.2,95.8,3.7,3.5,3.0,ACC (Atlantic),5.0,4.0,,24.7,28.2,,,,-1.97,2.57,0.615,0.5,8.0,4.0
Texas,2011,20.2,7.8,1.2,11.2,0.8,27.5,15.9,58.0,1.2,1.2,189.9,6.5,55.5,28.1,45.3,1.8,202.6,4.5,72.8,392.5,5.4,2.0,17.7,10.2,2.1,5.5,1.1,35.1,19.8,56.6,0.9,1.0,209.8,5.3,49.4,22.2,31.5,1.2,96.2,3.1,66.5,306.1,4.6,2.0,81.0,1.6,1.3,7.3,4.1,0.2,98.2,24.1,5.0,1.5,0.1,20.7,14.2,190.1,38.0,100.0,3.4,3.4,17.0,Big 12,5.0,5.0,,22.2,28.1,,11.0,,7.16,12.16,0.615,0.444,8.0,4.0
North Carolina,2011,19.2,10.9,1.1,7.2,0.9,28.5,19.2,67.1,1.1,2.0,254.4,5.4,47.9,28.0,34.0,1.7,138.8,4.1,62.5,393.2,6.3,2.0,19.9,10.8,1.5,7.5,0.8,35.0,21.3,60.9,1.1,1.8,241.3,5.2,40.3,24.8,34.8,0.9,123.9,3.6,69.8,365.2,5.2,1.8,63.6,0.8,0.5,5.4,4.5,0.1,105.0,23.1,4.6,1.4,0.0,5.7,4.1,176.1,38.2,100.0,3.8,3.8,10.0,ACC (Coastal),6.0,5.0,,24.8,28.0,,,,1.17,3.63,0.5379999999999999,0.375,7.0,3.0
Virginia Tech,2011,21.1,9.5,1.2,10.4,0.6,28.9,17.4,60.0,0.7,1.5,226.1,5.9,53.2,27.9,42.1,1.9,186.9,4.4,71.1,413.0,5.8,1.3,15.8,8.1,1.6,6.1,0.5,29.5,14.7,49.9,1.1,1.1,200.6,3.9,34.1,17.6,32.3,1.1,104.1,3.2,61.8,304.6,4.9,1.6,72.0,1.8,1.3,7.1,3.4,0.0,67.2,20.0,4.4,2.2,0.1,23.9,10.8,160.1,36.7,97.8,3.3,3.2,6.0,ACC (Coastal),3.0,1.0,,17.6,27.9,21.0,5.0,13.0,0.21,8.21,0.7859999999999999,0.875,11.0,7.0
Iowa,2011,20.5,10.6,1.8,8.0,0.8,31.7,18.5,58.3,0.6,1.9,234.8,4.8,35.6,27.5,34.9,1.4,137.7,3.9,66.6,372.5,5.6,1.4,21.4,11.1,1.2,9.1,0.7,31.8,19.7,62.0,0.8,1.6,222.9,6.4,53.9,23.8,42.2,1.2,156.0,3.7,74.0,378.9,5.1,1.5,70.0,1.5,1.1,6.6,3.5,0.0,77.5,21.9,4.1,1.1,0.0,8.5,7.9,167.8,41.2,100.0,3.4,3.4,39.0,Big Ten (Legends),6.0,4.0,,23.8,27.5,,,,1.77,4.38,0.5379999999999999,0.5,7.0,4.0
UCF,2011,21.0,10.7,0.9,9.4,0.8,28.8,19.6,67.9,0.7,0.9,238.0,5.7,48.9,27.1,38.8,2.3,168.8,4.3,67.7,406.8,6.0,1.5,15.7,8.6,1.1,6.0,0.5,32.1,17.3,54.0,0.8,1.0,194.5,4.3,34.3,18.3,28.9,0.8,108.8,3.8,61.0,303.3,5.0,1.3,62.5,2.0,1.3,6.9,3.5,0.1,94.3,26.9,3.5,2.0,0.0,16.8,8.4,144.3,41.2,100.0,3.2,3.2,45.0,CUSA (East),7.0,5.0,,18.3,27.1,,,,-4.8,-1.8,0.41700000000000004,0.375,5.0,3.0
Purdue,2011,20.5,9.5,1.3,9.8,0.7,30.1,17.9,59.6,0.8,1.3,195.2,7.4,60.2,26.9,41.2,1.7,181.6,4.4,71.2,376.8,5.3,1.5,21.9,10.4,2.1,9.5,0.7,30.8,17.8,57.9,0.9,1.3,221.0,5.5,49.3,26.8,40.8,1.9,174.9,4.3,71.7,395.9,5.5,1.6,76.0,1.9,1.5,7.4,3.4,0.1,97.1,28.7,5.2,1.8,0.0,10.5,5.9,212.0,40.5,97.5,3.1,3.0,32.0,Big Ten (Leaders),6.0,4.0,,26.8,26.9,,,,0.01,-0.76,0.5379999999999999,0.5,7.0,4.0
Vanderbilt,2011,17.2,6.3,1.5,9.3,0.8,26.6,13.8,51.7,1.4,1.2,174.6,6.2,50.2,26.7,38.2,2.0,164.5,4.3,64.8,339.1,5.2,2.2,17.9,8.6,1.5,7.8,0.8,30.6,16.6,54.3,1.5,1.2,192.2,6.1,51.6,21.6,36.4,0.9,130.5,3.6,67.0,322.8,4.8,2.2,57.1,1.1,0.6,5.3,4.2,0.1,91.1,21.9,5.3,2.1,0.0,13.2,6.3,218.2,41.1,97.8,3.5,3.5,95.0,SEC (East),7.0,6.0,,21.6,26.7,,,,3.39,7.09,0.462,0.25,6.0,2.0
UTEP,2011,19.8,10.2,1.7,8.0,0.8,33.3,18.8,56.4,1.4,1.2,225.6,4.6,41.0,26.6,34.2,2.0,154.9,4.5,67.4,380.5,5.6,2.3,21.7,10.8,1.2,9.7,0.6,33.7,20.2,59.9,1.0,1.3,251.7,5.3,48.0,30.3,36.2,2.0,189.8,5.2,69.8,441.5,6.3,1.6,58.3,2.0,1.2,6.4,4.1,0.0,107.6,26.3,4.0,1.8,0.1,18.3,10.0,184.5,46.1,89.7,3.3,2.9,52.0,CUSA (West),7.0,6.0,,30.3,26.6,,,,-3.85,-7.93,0.41700000000000004,0.25,5.0,2.0
Bowling Green State,2011,19.5,11.9,0.8,6.8,1.2,35.7,21.2,59.3,1.2,2.3,261.6,4.8,42.1,26.5,33.5,1.1,122.9,3.7,69.2,384.5,5.6,2.3,21.0,9.4,1.3,10.3,0.8,30.5,17.3,56.6,0.5,1.2,202.6,6.3,51.8,28.8,41.3,2.0,203.4,4.9,71.8,406.0,5.7,1.3,69.2,1.1,0.8,5.3,4.8,0.1,105.9,21.9,4.8,1.7,0.0,9.7,5.8,215.3,45.3,90.2,3.4,3.1,61.0,MAC (East),7.0,5.0,,28.8,26.5,,,,-2.33,-4.75,0.41700000000000004,0.375,5.0,3.0
Miami (FL),2011,18.3,9.8,1.4,7.1,0.7,28.3,18.5,65.5,0.9,1.8,232.1,5.8,42.3,26.5,33.2,1.5,145.7,4.4,61.4,377.8,6.2,1.6,19.7,9.8,0.8,9.1,0.8,26.3,17.4,66.3,0.5,1.3,198.0,5.2,40.3,20.1,39.4,0.7,161.9,4.1,65.7,359.9,5.5,1.3,78.6,1.2,0.9,6.0,3.6,0.0,76.3,21.3,4.0,0.9,0.0,10.1,11.0,170.9,42.7,100.0,3.3,3.3,9.0,ACC (Coastal),6.0,5.0,,20.1,26.5,,,,0.67,5.17,0.5,0.375,6.0,3.0
Rutgers,2011,19.7,11.4,2.2,6.2,0.9,36.5,19.7,53.9,1.2,1.6,241.2,6.8,44.7,26.4,35.5,1.1,97.8,2.8,72.0,339.0,4.7,2.2,15.4,7.2,1.2,7.0,1.2,27.3,14.2,51.8,1.5,0.6,172.3,6.6,53.2,18.3,36.6,1.3,141.8,3.9,63.9,314.2,4.9,2.6,64.5,2.4,1.5,7.5,2.9,0.1,67.6,23.1,4.9,1.2,0.1,8.0,6.5,198.2,40.3,97.4,2.9,2.8,25.0,Big East,4.0,3.0,,18.3,26.4,,,,-0.12,6.42,0.6920000000000001,0.5710000000000001,9.0,4.0
East Carolina,2011,22.6,14.9,0.8,6.8,1.3,43.7,29.6,67.7,1.7,2.1,286.1,4.9,45.8,26.3,33.1,1.3,109.1,3.3,76.8,395.2,5.1,2.9,19.8,9.0,1.4,9.3,1.2,29.5,17.8,60.5,0.6,1.4,202.2,4.9,41.8,32.3,38.3,2.0,174.2,4.5,67.8,376.3,5.5,1.8,70.6,1.4,1.0,6.3,4.8,0.0,92.8,19.2,4.3,1.3,0.0,13.5,10.8,169.2,39.8,97.5,3.3,3.3,44.0,CUSA (East),7.0,4.0,,32.3,26.3,,,,-1.79,-5.04,0.41700000000000004,0.5,5.0,4.0
