school_name,year,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,rush_att,rush_td,rush_yds,rush_yds_per_att,tot_plays,tot_yds,tot_yds_per_play,turnovers,opp_first_down,opp_first_down_pass,opp_first_down_penalty,opp_first_down_rush,opp_fumbles_lost,opp_pass_att,opp_pass_cmp,opp_pass_cmp_pct,opp_pass_int,opp_pass_td,opp_pass_yds,opp_penalty,opp_penalty_yds,opp_points,opp_rush_att,opp_rush_td,opp_rush_yds,opp_rush_yds_per_att,opp_tot_plays,opp_tot_yds,opp_tot_yds_per_play,opp_turnovers,fg_pct,fga,fgm,kick_points,kick_ret,kick_ret_td,kick_ret_yds,kick_ret_yds_per_ret,punt,punt_ret,punt_ret_td,punt_ret_yds,punt_ret_yds_per_ret,punt_yds,punt_yds_per_punt,xp_pct,xpa,xpm,Unnamed: 0,conf_abbr,losses,losses_conf,notes,opp_points_per_g,points_per_g,rank_final,rank_min,rank_pre,sos,srs,win_loss_pct,win_loss_pct_conf,wins,wins_conf
Wyoming,2011,19.5,9.5,1.4,8.7,0.6,33.1,20.0,60.5,0.8,1.6,206.8,4.8,46.4,26.1,37.3,1.5,181.6,4.9,70.4,388.5,5.5,1.5,22.2,9.1,1.2,11.8,1.4,25.4,15.5,60.9,1.0,1.4,199.6,6.8,60.0,27.8,45.5,2.2,232.0,5.1,70.9,431.6,6.1,2.4,63.6,0.8,0.5,4.4,3.5,0.0,73.7,20.8,5.8,1.1,0.1,13.8,12.8,231.9,40.2,90.0,3.1,2.8,73.0,MWC,5.0,2.0,,27.8,26.1,,,,-3.98,-3.82,0.615,0.7140000000000001,8.0,5.0
Wake Forest,2011,20.2,11.2,1.2,7.8,0.3,35.2,21.4,60.8,0.6,1.7,253.2,4.8,43.5,26.0,35.7,1.4,114.6,3.2,70.8,367.8,5.2,0.9,19.8,9.2,1.7,8.9,0.6,34.2,19.5,57.2,1.0,1.7,227.9,5.4,46.2,27.4,37.0,1.6,169.8,4.6,71.2,397.8,5.6,1.6,77.3,1.7,1.3,6.9,4.7,0.0,91.9,19.6,5.4,1.7,0.1,11.4,6.7,213.8,39.7,95.1,3.2,3.0,2.0,ACC (Atlantic),7.0,3.0,,27.4,26.0,,,,1.11,-0.66,0.462,0.625,6.0,5.0
SMU,2011,18.8,12.6,1.5,4.8,1.0,36.6,21.6,59.0,1.5,1.3,274.8,6.2,50.5,25.8,27.3,1.9,113.8,4.2,63.9,388.6,6.1,2.5,18.6,9.9,1.4,7.3,0.8,34.1,21.8,64.1,0.5,1.2,221.7,5.0,44.8,23.1,35.8,1.3,118.3,3.3,69.9,340.0,4.9,1.2,66.7,0.9,0.6,5.1,3.0,0.0,59.9,20.0,4.4,1.6,0.1,16.7,10.3,164.2,37.5,93.3,3.5,3.2,50.0,CUSA (West),5.0,3.0,,23.1,25.8,,,,-1.83,0.78,0.615,0.625,8.0,5.0
Auburn,2011,17.5,6.6,0.9,9.9,0.6,22.5,12.6,56.2,1.0,1.3,155.5,5.8,52.0,25.7,41.2,1.5,182.3,4.4,63.7,337.8,5.3,1.6,22.4,10.4,1.4,10.6,0.9,30.4,19.2,63.3,0.8,1.8,218.8,5.5,41.5,28.9,40.8,1.5,189.2,4.6,71.2,408.0,5.7,1.8,72.2,1.4,1.0,6.2,4.2,0.2,104.3,24.7,5.6,1.8,0.0,11.9,6.7,229.2,40.8,97.6,3.2,3.2,100.0,SEC (West),5.0,4.0,,28.9,25.7,,15.0,23.0,4.26,3.8,0.615,0.5,8.0,4.0
Florida,2011,17.1,8.2,1.6,7.3,1.0,24.6,14.0,56.9,1.0,1.0,185.7,7.7,59.5,25.5,36.1,1.3,143.0,4.0,60.7,328.7,5.4,2.0,16.8,6.9,2.2,7.8,0.5,26.2,14.3,54.5,0.6,1.2,166.8,6.9,56.9,20.3,39.0,1.2,132.7,3.4,65.2,299.5,4.6,1.1,82.8,2.2,1.8,8.1,3.6,0.2,87.5,24.2,4.4,1.9,0.2,13.7,7.1,174.4,39.8,100.0,2.5,2.5,93.0,SEC (East),6.0,5.0,,20.3,25.5,,12.0,22.0,3.61,6.0,0.5379999999999999,0.375,7.0,3.0
Ball State,2011,21.0,11.7,1.9,7.4,0.6,38.3,24.4,63.7,0.9,1.6,241.0,4.5,35.5,25.3,33.3,1.4,138.4,4.2,71.6,379.4,5.3,1.5,25.9,12.7,1.0,12.3,0.6,30.8,20.5,66.7,0.8,2.4,284.3,7.0,72.3,34.7,44.6,1.8,226.0,5.1,75.3,510.3,6.8,1.4,75.0,1.7,1.3,6.8,4.7,0.0,97.8,21.0,5.6,0.7,0.0,7.3,10.9,238.9,42.8,100.0,3.1,3.1,68.0,MAC (West),6.0,4.0,,34.7,25.3,,,,-0.46,-4.38,0.5,0.5,6.0,4.0
Mississippi State,2011,18.5,7.8,1.3,9.5,0.5,26.8,15.2,56.7,1.0,1.5,181.8,5.5,43.6,25.3,39.5,1.5,175.3,4.4,66.3,357.2,5.4,1.5,19.8,9.5,1.2,9.1,0.6,33.4,21.5,64.5,0.9,0.9,197.2,6.2,53.7,19.7,41.2,1.2,153.5,3.7,74.6,350.6,4.7,1.5,63.2,1.5,0.9,5.8,3.2,0.0,59.9,18.5,5.5,2.2,0.2,23.9,11.1,228.5,41.8,97.5,3.1,3.0,101.0,SEC (West),6.0,6.0,,19.7,25.3,,16.0,20.0,2.52,5.13,0.5379999999999999,0.25,7.0,2.0
Florida International,2011,18.6,8.8,1.6,8.2,0.8,30.0,18.3,61.0,0.4,1.2,214.9,7.8,65.8,25.0,36.7,1.4,145.6,4.0,66.7,360.5,5.4,1.2,19.0,10.2,2.2,6.6,0.5,35.8,20.5,57.1,1.1,0.8,226.6,7.3,60.8,19.5,35.2,1.2,118.1,3.4,71.1,344.7,4.8,1.5,84.6,2.0,1.7,7.9,3.2,0.0,79.9,24.7,5.4,1.2,0.1,18.4,15.9,215.7,40.1,100.0,2.8,2.8,106.0,Sun Belt,5.0,3.0,,19.5,25.0,,,,-8.68,-4.53,0.615,0.625,8.0,5.0
Utah,2011,16.4,7.2,1.8,7.4,1.0,25.7,14.5,56.3,0.8,1.5,173.2,5.7,51.7,25.0,36.3,1.2,137.6,3.8,62.0,310.8,5.0,1.8,19.3,11.0,2.2,6.1,1.1,35.7,20.0,56.0,1.5,1.4,237.4,7.7,64.4,20.2,35.0,0.5,113.5,3.2,70.7,350.9,5.0,2.5,72.0,1.9,1.4,7.0,3.2,0.0,72.8,23.1,5.4,2.5,0.0,22.9,9.0,235.5,43.7,97.4,2.9,2.8,87.0,Pac-12 (South),5.0,5.0,,20.2,25.0,,,,-0.3,3.16,0.615,0.444,8.0,4.0
Army,2011,21.2,2.3,0.8,18.2,1.8,8.1,3.1,38.1,0.3,0.4,50.4,4.1,36.3,24.8,61.7,2.9,346.5,5.6,69.8,396.9,5.7,2.2,18.8,6.8,1.1,10.8,0.8,20.4,11.8,57.6,0.7,1.6,164.3,4.8,37.5,28.3,40.1,2.0,194.9,4.9,60.5,359.3,5.9,1.4,50.0,0.5,0.3,3.5,4.6,0.0,85.6,18.7,2.9,1.3,0.0,4.6,3.7,116.5,39.9,86.8,3.2,2.8,57.0,Ind,9.0,0.0,,28.3,24.8,,,,-1.8,-8.88,0.25,,3.0,0.0
North Texas,2011,17.8,8.8,1.2,7.8,0.7,28.9,16.6,57.3,0.8,1.2,189.3,5.0,41.4,24.8,40.0,1.6,152.4,3.8,68.9,341.8,5.0,1.4,21.5,12.3,1.0,8.3,1.4,35.8,21.4,59.9,0.8,2.3,265.8,5.0,41.3,30.7,34.9,1.5,163.5,4.7,70.7,429.3,6.1,2.2,50.0,1.3,0.7,5.2,5.5,0.0,103.8,18.9,6.2,1.3,0.1,5.8,4.3,268.2,43.5,97.4,3.3,3.2,107.0,Sun Belt,7.0,4.0,,30.7,24.8,,,,-3.86,-9.94,0.41700000000000004,0.5,5.0,4.0
Louisiana-Monroe,2011,21.9,12.3,2.1,7.6,0.7,39.4,22.8,57.9,0.8,1.3,237.6,5.7,50.0,24.6,38.8,1.8,153.0,3.9,78.3,390.6,5.0,1.5,17.6,10.3,1.2,6.2,0.7,34.8,20.3,58.4,1.1,1.9,226.2,5.9,48.1,25.4,32.2,1.1,100.0,3.1,67.0,326.2,4.9,1.8,42.9,1.2,0.5,4.4,4.2,0.2,103.0,24.7,5.6,1.6,0.0,6.1,3.8,206.1,36.9,94.6,3.1,2.9,108.0,Sun Belt,8.0,5.0,,25.4,24.6,,,,-5.96,-7.8,0.33299999999999996,0.375,4.0,3.0
New Mexico State,2011,20.3,11.8,1.2,7.2,0.8,34.7,19.2,55.2,1.1,1.8,273.1,6.9,52.4,24.5,34.3,1.2,125.0,3.6,69.0,398.1,5.8,1.9,24.1,10.9,1.8,11.3,0.9,33.5,20.0,59.6,0.8,2.0,243.4,4.5,39.4,36.8,40.6,2.5,218.8,5.4,74.2,462.2,6.2,1.7,58.3,0.9,0.5,4.2,5.5,0.2,128.0,23.4,5.8,0.8,0.0,4.3,5.6,227.0,38.8,89.5,2.9,2.6,118.0,WAC,9.0,5.0,,36.8,24.5,,,,-3.79,-11.95,0.308,0.28600000000000003,4.0,2.0
Ohio State,2011,17.1,5.8,1.5,9.8,0.8,18.8,9.6,51.0,0.4,1.4,127.0,5.4,44.0,24.5,43.3,1.5,191.2,4.4,62.2,318.2,5.1,1.2,16.8,8.5,1.1,7.2,0.5,27.1,16.5,60.8,1.0,1.4,182.0,5.9,50.5,21.0,36.8,1.0,141.5,3.8,63.9,323.5,5.1,1.5,84.2,1.5,1.2,6.5,3.2,0.0,79.6,24.6,5.5,1.6,0.1,16.5,10.2,222.2,40.7,97.3,2.8,2.8,33.0,Big Ten (Leaders),7.0,5.0,,21.0,24.5,,15.0,18.0,2.97,4.66,0.462,0.375,6.0,3.0
San Jose State,2011,19.4,13.6,1.3,4.5,1.4,39.9,24.8,62.0,1.3,1.1,276.8,3.3,31.5,24.5,30.3,1.4,101.8,3.4,70.2,378.7,5.4,2.7,21.0,9.6,1.3,10.2,1.7,28.3,17.5,61.8,1.1,1.6,221.3,4.8,43.3,30.3,41.8,2.2,204.3,4.9,70.2,425.7,6.1,2.8,66.7,2.5,1.7,7.5,5.2,0.1,112.7,21.8,4.3,0.7,0.0,5.3,7.9,185.4,42.8,100.0,2.5,2.5,116.0,WAC,7.0,4.0,,30.3,24.5,,,,-2.64,-5.97,0.41700000000000004,0.429,5.0,3.0
Connecticut,2011,17.3,9.0,1.7,6.7,1.2,29.9,15.2,50.7,0.8,1.2,194.7,5.3,41.8,24.3,38.8,1.1,118.5,3.1,68.8,313.2,4.6,1.9,17.9,11.3,1.0,5.7,1.1,35.8,20.7,57.8,1.5,1.8,281.0,8.0,68.3,24.3,32.1,0.9,85.7,2.7,67.8,366.7,5.4,2.6,78.6,2.3,1.8,7.9,3.6,0.0,86.6,24.2,6.7,1.9,0.1,11.0,5.7,274.0,41.1,96.7,2.5,2.4,27.0,Big East,7.0,4.0,,24.3,24.3,,,,0.58,-0.42,0.41700000000000004,0.429,5.0,3.0
Pitt,2011,19.9,11.0,1.3,7.6,0.6,32.8,20.2,61.7,1.1,0.9,209.8,5.3,39.5,24.2,39.8,1.6,140.3,3.5,72.6,350.1,4.8,1.7,19.5,11.6,1.5,6.4,1.0,34.5,21.0,60.9,0.6,1.2,233.7,6.1,55.8,22.8,35.8,1.3,116.9,3.3,70.2,350.6,5.0,1.6,67.7,2.4,1.6,7.3,4.0,0.1,85.9,21.5,5.5,2.1,0.1,12.7,6.1,219.1,39.6,97.0,2.5,2.5,26.0,Big East,7.0,3.0,,22.8,24.2,,,,1.17,1.09,0.462,0.5710000000000001,6.0,4.0
Syracuse,2011,19.0,11.1,1.3,6.6,0.8,34.8,21.8,62.4,0.8,1.9,227.8,6.6,62.8,24.2,33.0,0.8,120.4,3.6,67.8,348.2,5.1,1.6,21.2,10.9,2.3,7.9,0.9,34.6,21.6,62.4,0.8,1.8,258.3,7.0,58.9,28.5,36.3,1.3,128.2,3.5,70.9,386.4,5.4,1.8,78.9,1.6,1.3,6.5,4.9,0.1,111.3,22.6,5.3,1.0,0.0,3.1,3.1,206.3,38.7,97.1,2.8,2.8,29.0,Big East,7.0,6.0,,28.5,24.2,,,,1.02,-3.15,0.41700000000000004,0.14300000000000002,5.0,1.0
Rice,2011,18.2,7.8,1.3,9.1,1.0,32.0,18.5,57.8,0.6,1.3,196.8,4.8,38.4,23.3,38.9,1.1,150.9,3.9,70.9,347.7,4.9,1.6,21.3,10.8,1.0,9.5,1.2,33.3,20.5,61.7,1.1,2.7,278.7,4.3,37.5,33.3,38.1,1.5,183.4,4.8,71.3,462.1,6.5,2.3,81.0,1.8,1.4,6.8,4.1,0.0,79.3,19.4,6.7,2.0,0.0,17.9,9.0,287.8,43.2,96.9,2.7,2.6,51.0,CUSA (West),8.0,5.0,,33.3,23.3,,,,0.35,-8.15,0.33299999999999996,0.375,4.0,3.0
Virginia,2011,20.9,11.5,1.0,8.5,0.9,34.1,19.6,57.6,1.2,1.3,237.7,5.3,42.3,23.2,38.2,1.4,162.1,4.2,72.2,399.8,5.5,2.2,17.3,8.7,1.5,7.1,0.7,31.4,16.8,53.7,0.9,1.5,212.2,5.2,48.8,23.8,35.4,1.2,139.5,3.9,66.8,351.7,5.3,1.6,69.6,1.8,1.2,6.2,4.0,0.0,87.5,21.9,4.8,2.0,0.0,11.5,5.8,189.9,39.2,100.0,2.5,2.5,8.0,ACC (Coastal),5.0,3.0,,23.8,23.2,,24.0,,-0.79,0.14,0.615,0.625,8.0,5.0
Maryland,2011,20.3,10.2,1.2,8.9,0.6,36.2,19.4,53.7,1.3,1.2,210.3,4.1,36.2,23.1,35.1,1.3,169.3,4.8,71.3,379.7,5.3,1.9,23.9,10.7,1.4,11.8,1.3,31.1,20.4,65.7,0.9,1.5,237.4,5.3,45.6,34.3,47.0,2.6,219.8,4.7,78.1,457.2,5.9,2.3,60.0,1.7,1.0,5.4,5.8,0.0,116.3,19.9,5.0,1.5,0.0,7.9,5.3,195.9,39.2,93.5,2.6,2.4,5.0,ACC (Atlantic),10.0,7.0,,34.3,23.1,,,,2.62,-8.22,0.16699999999999998,0.125,2.0,1.0
UCLA,2011,18.6,8.5,1.6,8.5,1.2,24.7,13.8,55.8,0.6,1.3,198.3,6.6,59.0,23.1,39.4,1.6,178.4,4.5,64.1,376.6,5.9,1.9,22.3,10.8,1.6,9.9,0.5,33.6,21.3,63.3,1.0,2.0,226.6,5.7,54.4,31.4,37.0,1.9,190.6,5.2,70.6,417.1,5.9,1.5,64.7,1.2,0.8,4.8,4.5,0.0,94.1,20.9,4.6,1.1,0.0,3.5,3.1,202.7,44.3,87.2,2.8,2.4,86.0,Pac-12 (South),8.0,4.0,,31.4,23.1,,,,4.59,-1.05,0.429,0.556,6.0,5.0
Western Kentucky,2011,18.2,7.6,1.6,9.0,0.8,25.1,14.0,55.8,1.1,0.9,167.3,7.4,62.3,22.9,45.3,2.1,181.6,4.0,70.4,348.9,5.0,1.9,18.8,10.7,1.9,6.3,0.6,32.7,18.2,55.6,1.1,1.7,238.9,7.2,62.6,24.8,30.8,1.5,134.8,4.4,63.5,373.8,5.9,1.7,25.0,1.7,0.4,3.8,4.5,0.1,117.4,26.1,5.3,1.9,0.0,10.8,5.7,221.8,41.6,88.2,2.8,2.5,104.0,Sun Belt,5.0,1.0,,24.8,22.9,,,,-6.43,-6.18,0.583,0.875,7.0,7.0
Iowa State,2011,21.0,9.8,1.7,9.5,1.4,37.2,19.2,51.4,1.3,1.3,212.3,6.8,52.3,22.7,41.4,1.5,174.2,4.2,78.6,386.5,4.9,2.7,22.8,10.3,1.3,11.2,1.0,32.7,18.5,56.7,0.8,1.3,234.0,5.5,44.5,29.4,42.6,1.8,193.5,4.5,75.3,427.5,5.7,1.8,60.0,1.5,0.9,5.2,5.0,0.0,119.4,23.9,5.3,1.2,0.0,9.3,7.6,223.7,42.1,88.6,2.7,2.4,19.0,Big 12,7.0,6.0,,29.4,22.7,,,,7.35,2.12,0.462,0.33299999999999996,6.0,3.0
Central Michigan,2011,19.7,12.1,1.1,6.5,0.4,38.2,21.5,56.3,1.5,2.1,274.2,4.7,46.7,22.6,27.8,0.6,115.8,4.2,65.9,389.9,5.9,1.9,21.7,10.9,1.7,9.1,0.3,31.2,19.1,61.2,0.7,2.0,241.8,5.3,47.2,33.3,41.2,1.9,187.0,4.5,72.3,428.8,5.9,0.9,81.3,1.3,1.1,5.9,5.3,0.0,105.8,20.1,5.5,1.1,0.0,8.4,7.8,212.6,38.7,100.0,2.7,2.7,70.0,MAC (West),9.0,6.0,,33.3,22.6,,,,-2.37,-11.28,0.25,0.25,3.0,2.0
Illinois,2011,19.3,8.4,1.5,9.5,1.2,27.8,17.4,62.4,1.0,1.1,184.0,4.9,42.2,22.6,42.3,1.6,171.7,4.1,70.2,355.7,5.1,2.2,15.8,7.7,1.2,6.8,0.9,25.2,13.8,54.9,0.8,1.2,162.3,4.5,38.5,19.6,39.5,1.2,123.8,3.1,64.8,286.2,4.4,1.7,83.3,0.9,0.8,4.9,2.6,0.0,41.1,15.7,5.5,1.8,0.0,5.4,2.9,213.7,38.6,100.0,2.6,2.6,34.0,Big Ten (Leaders),6.0,6.0,,19.6,22.6,,16.0,,1.17,2.63,0.5379999999999999,0.25,7.0,2.0
Duke,2011,19.6,12.0,2.0,5.6,0.8,41.1,26.3,63.9,1.0,1.3,272.2,4.7,38.9,22.5,30.4,1.6,94.1,3.1,71.5,366.3,5.1,1.8,20.2,9.8,1.0,9.3,0.5,28.2,16.2,57.4,0.5,1.9,244.8,5.7,53.7,31.2,36.8,1.8,180.7,4.9,64.9,425.4,6.6,1.0,45.0,1.7,0.8,5.0,5.3,0.0,107.2,20.4,4.2,2.1,0.0,18.8,9.0,175.3,42.1,100.0,2.8,2.8,11.0,ACC (Coastal),9.0,7.0,,31.2,22.5,,,,0.24,-7.34,0.25,0.125,3.0,1.0
Troy,2011,19.8,13.1,1.3,5.3,1.3,44.3,27.7,62.5,1.3,1.8,291.3,6.7,53.0,22.4,28.0,1.0,88.7,3.2,72.3,380.0,5.3,2.6,22.6,11.1,1.4,10.1,0.9,32.5,20.3,62.6,0.7,1.9,261.4,5.0,42.2,33.7,44.8,2.1,203.6,4.5,77.3,465.0,6.0,1.6,57.1,1.2,0.7,4.4,4.8,0.0,95.2,19.7,5.8,2.5,0.0,19.3,7.7,236.9,41.2,85.3,2.8,2.4,109.0,Sun Belt,9.0,6.0,,33.7,22.4,,,,-5.62,-15.54,0.25,0.25,3.0,2.0
Kansas,2011,19.0,7.8,1.8,9.5,0.9,25.1,15.9,63.5,1.0,1.3,167.4,5.8,45.9,22.3,45.3,1.7,159.4,3.5,70.3,326.8,4.6,1.9,25.5,11.6,1.2,12.8,0.8,31.2,21.7,69.5,0.7,2.3,277.3,5.2,45.3,43.8,41.0,3.2,239.1,5.8,72.2,516.4,7.2,1.5,50.0,1.0,0.5,4.3,6.1,0.0,118.8,19.5,5.3,1.0,0.0,7.9,7.9,228.2,42.8,97.1,2.9,2.8,21.0,Big 12,10.0,9.0,,43.8,22.3,,,,8.42,-4.75,0.16699999999999998,0.0,2.0,0.0
Middle Tennessee State,2011,21.7,11.7,1.3,8.7,1.1,42.4,24.9,58.7,1.3,1.8,254.3,4.8,42.6,22.3,35.8,1.2,146.8,4.1,78.2,401.1,5.1,2.3,22.4,9.3,1.1,12.0,1.3,27.4,17.3,63.2,0.3,1.5,211.6,5.9,49.0,36.8,49.2,3.1,229.5,4.7,76.6,441.1,5.8,1.7,57.1,1.2,0.7,4.6,5.3,0.0,101.3,19.3,5.4,1.6,0.0,17.0,10.7,212.7,39.3,96.9,2.7,2.6,110.0,Sun Belt,10.0,7.0,,36.8,22.3,,,,-6.61,-18.86,0.16699999999999998,0.125,2.0,1.0
Buffalo,2011,19.8,9.8,1.8,8.3,0.5,35.2,19.7,55.9,0.8,1.0,210.2,5.6,54.4,22.2,36.3,1.8,155.0,4.3,71.5,365.2,5.1,1.3,18.8,9.3,0.8,8.6,0.6,26.7,15.8,59.1,0.5,2.1,203.7,5.0,46.3,29.4,42.4,1.8,181.2,4.3,69.1,384.8,5.6,1.1,68.8,1.3,0.9,5.0,4.8,0.0,93.1,19.6,5.8,1.6,0.0,8.5,5.4,223.4,38.3,90.0,2.5,2.3,63.0,MAC (East),9.0,6.0,,29.4,22.2,,,,-3.31,-10.89,0.25,0.25,3.0,2.0
Louisville,2011,16.5,8.9,0.4,7.2,0.7,29.3,18.7,63.8,1.0,1.5,211.5,6.9,56.5,21.9,35.8,1.0,121.5,3.4,65.2,333.0,5.1,1.7,17.7,9.7,1.4,6.6,0.8,32.5,19.5,60.0,0.8,1.5,227.4,5.4,38.1,20.1,33.5,0.8,100.5,3.0,65.9,327.9,5.0,1.6,66.7,1.4,0.9,5.3,3.5,0.1,83.5,23.6,5.5,1.5,0.0,7.2,4.9,203.8,37.3,94.3,2.7,2.5,24.0,Big East,6.0,2.0,,20.1,21.9,,,,0.07,2.38,0.5379999999999999,0.7140000000000001,7.0,5.0
Marshall,2011,16.2,9.1,0.8,6.3,0.9,31.3,18.9,60.4,1.2,1.7,213.3,5.5,41.8,21.8,34.3,0.7,120.1,3.5,65.6,333.4,5.1,2.1,21.2,12.5,1.1,7.6,1.2,35.4,22.2,62.6,1.1,1.8,255.2,5.2,41.5,28.6,36.2,1.5,149.8,4.1,71.5,405.0,5.7,2.2,76.5,1.3,1.0,5.5,4.4,0.0,97.8,22.3,5.8,1.6,0.1,18.9,11.7,234.9,40.2,100.0,2.5,2.5,43.0,CUSA (East),6.0,3.0,,28.6,21.8,,,,-0.43,-4.59,0.5379999999999999,0.625,7.0,5.0
Oregon State,2011,19.8,13.3,1.8,4.6,1.0,41.9,26.7,63.6,1.6,1.3,286.8,7.4,68.7,21.8,26.5,1.0,86.9,3.3,68.4,373.7,5.5,2.6,23.1,10.2,2.6,10.3,1.0,29.0,18.6,64.1,0.9,2.3,214.4,6.2,56.2,30.8,41.0,1.8,196.8,4.8,70.0,411.3,5.9,1.9,68.2,1.8,1.3,6.0,4.7,0.0,102.8,22.0,4.2,1.0,0.2,15.1,15.1,183.5,44.0,96.4,2.3,2.3,83.0,Pac-12 (North),9.0,6.0,,30.8,21.8,,,,3.84,-4.33,0.25,0.33299999999999996,3.0,3.0
Colorado State,2011,18.3,7.4,1.8,9.2,1.0,28.7,17.3,60.5,1.2,1.0,184.6,6.8,60.8,21.4,37.7,1.4,166.8,4.4,66.3,351.4,5.3,2.2,20.9,8.1,1.4,11.4,1.2,24.4,15.1,61.8,0.7,1.6,179.6,5.5,56.3,31.3,42.5,2.3,233.7,5.5,66.9,413.3,6.2,1.8,62.5,1.3,0.8,4.8,4.3,0.0,104.3,24.1,4.8,2.0,0.0,20.7,10.3,210.3,43.5,96.4,2.3,2.3,76.0,MWC,9.0,6.0,,31.3,21.4,,,,-4.78,-12.69,0.25,0.14300000000000002,3.0,1.0
Indiana,2011,20.1,9.6,1.6,8.9,0.6,31.5,17.6,55.8,0.9,0.8,199.4,6.9,64.7,21.4,41.0,1.5,161.0,3.9,72.5,360.4,5.0,1.5,22.1,8.5,0.9,12.7,0.9,25.2,15.1,59.9,0.4,2.2,215.0,5.9,52.3,37.3,46.0,2.1,243.7,5.3,71.2,458.7,6.4,1.3,81.3,1.3,1.1,5.8,5.8,0.1,112.1,19.2,5.9,0.7,0.0,3.8,5.8,226.9,38.4,100.0,2.5,2.5,35.0,Big Ten (Leaders),11.0,8.0,,37.3,21.4,,,,1.09,-10.91,0.083,0.0,1.0,0.0
Eastern Michigan,2011,17.6,5.0,1.1,11.5,0.8,16.8,9.2,54.5,0.7,1.2,126.7,7.3,61.2,21.3,47.9,1.3,218.3,4.6,64.8,345.0,5.3,1.4,18.8,10.7,1.8,6.3,0.6,31.0,18.7,60.2,0.4,1.7,209.8,4.7,38.3,24.3,33.9,1.0,140.5,4.1,64.9,350.3,5.4,1.0,66.7,1.8,1.2,5.8,4.3,0.0,80.5,18.6,5.3,2.5,0.1,23.8,9.5,209.4,39.3,90.0,2.5,2.3,69.0,MAC (West),6.0,4.0,,24.3,21.3,,,,-4.3,-6.55,0.5,0.5,6.0,4.0
Miami (OH),2011,20.0,13.4,1.0,5.6,0.8,38.3,25.1,65.6,0.9,2.0,299.1,5.8,45.9,21.3,31.3,0.9,73.8,2.4,69.5,372.9,5.4,1.8,18.7,8.7,1.2,8.8,0.6,28.7,16.7,58.1,0.8,1.4,195.2,5.3,47.5,22.9,40.4,1.3,168.5,4.2,69.1,363.7,5.3,1.4,33.3,0.5,0.2,3.2,3.5,0.0,69.9,20.0,5.8,1.4,0.0,4.9,3.5,216.1,37.0,88.9,3.0,2.7,62.0,MAC (East),8.0,5.0,,22.9,21.3,,,,-1.9,-4.9,0.33299999999999996,0.375,4.0,3.0
Tulane,2011,17.5,9.5,1.2,6.8,0.8,35.5,19.1,53.8,1.2,1.0,214.0,5.7,49.8,21.1,33.0,1.3,126.3,3.8,68.5,340.3,5.0,2.0,20.9,10.8,1.2,8.8,0.5,32.5,20.0,61.6,0.9,1.5,245.4,4.9,39.9,37.5,35.9,2.8,164.9,4.6,68.4,410.3,6.0,1.5,61.1,1.4,0.8,5.1,6.4,0.0,128.2,20.1,5.7,1.7,0.0,15.8,9.3,236.4,41.5,97.1,2.6,2.5,53.0,CUSA (West),11.0,7.0,,37.5,21.1,,,,-6.18,-19.11,0.154,0.125,2.0,1.0
Idaho,2011,15.6,8.8,1.5,5.3,0.8,34.9,18.4,52.7,1.3,0.9,188.3,6.3,59.5,20.3,32.6,1.0,113.3,3.5,67.5,301.5,4.5,2.2,22.7,12.3,1.8,8.6,0.8,36.7,23.6,64.3,0.8,2.3,278.3,6.2,52.8,33.3,37.9,1.5,158.6,4.2,74.6,436.8,5.9,1.6,66.7,1.3,0.8,4.4,5.4,0.1,109.3,20.2,7.3,1.4,0.3,21.3,15.0,341.6,46.6,95.8,2.0,1.9,119.0,WAC,10.0,6.0,,33.3,20.3,,,,-2.99,-13.24,0.16699999999999998,0.14300000000000002,2.0,1.0
Tennessee,2011,18.1,10.5,1.5,6.1,0.5,33.3,18.6,55.8,1.0,1.5,242.6,5.8,46.8,20.3,32.7,0.9,90.1,2.8,66.0,332.7,5.0,1.5,17.3,7.6,1.3,8.3,0.8,25.6,14.8,58.0,0.8,1.2,177.8,6.5,54.8,22.6,37.1,1.4,162.7,4.4,62.7,340.5,5.4,1.5,66.7,1.3,0.8,4.8,3.6,0.0,81.3,22.7,4.5,1.3,0.0,10.8,8.1,170.0,37.8,96.6,2.4,2.3,96.0,SEC (East),7.0,7.0,,22.6,20.3,,,,4.84,4.26,0.41700000000000004,0.125,5.0,1.0
UAB,2011,20.2,11.3,1.7,7.2,0.9,36.7,20.5,55.9,1.3,1.0,234.6,5.0,43.6,20.2,33.5,1.1,129.4,3.9,70.2,364.0,5.2,2.2,25.9,13.3,1.4,11.3,1.0,33.6,23.8,71.0,0.8,2.2,282.3,6.0,54.1,36.8,38.8,2.2,203.3,5.2,72.4,485.6,6.7,1.8,84.2,1.6,1.3,6.0,6.1,0.1,121.7,20.0,4.8,1.2,0.0,11.9,10.2,194.8,41.0,96.0,2.1,2.0,46.0,CUSA (East),9.0,5.0,,36.8,20.2,,,,-4.12,-15.03,0.25,0.375,3.0,3.0
