,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,g,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,ranker,rush_att,rush_td,rush_yds,rush_yds_per_att,school_name,tot_plays,tot_yds,tot_yds_per_play,turnovers,year
58,21.1,7.2,1.2,12.8,0.8,13,20.9,11.3,54.0,0.5,0.6,166.9,5.9,52.6,27.4,59,55.2,2.5,241.2,4.4,Wake Forest,76.2,408.1,5.4,1.2,2002
59,21.6,8.2,1.4,12.0,0.9,12,23.0,14.1,61.2,0.5,1.1,194.8,6.4,55.8,27.3,60,47.8,2.1,214.6,4.5,New Mexico State,70.8,409.3,5.8,1.4,2002
60,23.2,11.6,2.1,9.5,1.2,12,33.7,22.1,65.6,1.0,1.5,246.8,7.4,67.4,27.1,61,40.8,2.1,157.5,3.9,Akron,74.4,404.3,5.4,2.2,2002
61,19.7,10.1,1.4,8.2,0.9,14,34.5,19.0,55.1,1.0,1.6,241.6,8.4,76.1,27.0,62,37.0,1.1,132.4,3.6,Fresno State,71.5,374.0,5.2,1.9,2002
62,21.0,12.8,1.8,6.3,0.7,13,37.4,21.8,58.2,1.2,1.6,264.4,5.6,47.7,27.0,63,31.8,1.5,94.3,3.0,Ole Miss,69.2,358.7,5.2,1.8,2002
63,19.3,9.8,1.1,8.5,1.4,12,29.8,15.3,51.5,1.8,1.6,222.5,6.4,56.3,26.7,64,43.7,1.8,170.3,3.9,Houston,73.4,392.8,5.3,3.3,2002
64,19.5,13.0,1.0,5.5,0.8,12,43.9,25.4,57.9,1.6,1.6,302.8,7.1,62.3,26.7,65,25.8,1.5,115.2,4.5,Louisiana Tech,69.8,417.9,6.0,2.4,2002
65,20.0,7.1,2.2,10.6,0.6,14,23.0,12.2,53.1,0.6,1.1,164.5,5.8,45.3,26.6,66,46.1,2.1,190.2,4.1,Wisconsin,69.1,354.7,5.1,1.2,2002
66,18.1,6.2,1.3,10.6,0.4,14,21.4,10.6,49.5,0.9,1.3,134.6,8.1,71.6,26.4,67,45.9,1.6,218.9,4.8,Arkansas,67.3,353.6,5.3,1.4,2002
67,20.5,9.8,2.1,8.7,0.8,12,31.4,17.3,55.2,1.4,2.0,228.6,6.7,62.4,26.3,68,35.8,1.2,142.4,4.0,Michigan State,67.3,371.0,5.5,2.2,2002
68,23.2,12.9,2.2,8.1,0.6,13,39.8,22.7,57.1,1.4,1.7,270.7,7.0,54.8,25.8,69,35.8,1.5,136.2,3.8,Florida,75.5,406.9,5.4,2.0,2002
69,19.8,9.8,1.4,8.6,0.8,13,28.5,14.9,52.3,0.9,1.7,215.1,5.9,56.0,25.5,70,42.1,1.2,143.1,3.4,Pitt,70.6,358.2,5.1,1.8,2002
70,19.8,10.1,1.7,8.1,1.2,13,35.5,20.6,58.0,1.0,1.2,242.8,6.2,59.2,25.4,71,35.2,1.7,120.7,3.4,Clemson,70.8,363.5,5.1,2.2,2002
71,20.4,11.7,2.3,6.5,1.3,12,37.7,20.1,53.3,1.7,2.0,239.0,5.8,46.4,25.3,72,32.5,1.3,115.8,3.6,Memphis,70.2,354.8,5.1,3.0,2002
72,17.8,10.4,1.4,5.9,1.1,12,38.9,20.3,52.2,1.8,1.5,256.1,7.2,56.9,25.3,73,32.8,1.1,107.3,3.3,Western Michigan,71.7,363.3,5.1,2.9,2002
73,17.4,3.6,1.4,12.4,1.3,12,13.3,7.0,52.5,0.8,0.5,87.4,4.4,41.8,24.9,74,54.1,2.5,239.8,4.4,Ohio,67.4,327.3,4.9,2.1,2002
74,18.5,6.8,1.9,9.8,1.4,13,25.0,11.9,47.7,0.6,1.2,153.1,7.1,56.9,24.8,75,42.9,1.5,196.9,4.6,LSU,67.9,350.0,5.2,2.0,2002
75,18.2,5.0,1.9,11.3,1.1,12,21.3,12.3,57.8,0.7,0.5,154.0,7.0,62.5,24.8,76,44.0,2.5,208.7,4.7,Middle Tennessee State,65.3,362.7,5.6,1.8,2002
76,16.5,6.3,1.1,9.1,1.1,14,25.1,13.7,54.5,0.7,1.1,145.5,7.2,61.1,24.4,77,42.4,1.9,178.9,4.2,New Mexico,67.5,324.4,4.8,1.9,2002
77,20.6,9.6,1.6,9.4,1.1,12,28.8,14.1,49.0,1.0,1.2,195.1,7.8,65.5,24.3,78,41.5,1.8,214.4,5.2,UNLV,70.3,409.5,5.8,2.1,2002
78,18.8,4.1,1.0,13.8,2.1,12,13.4,6.2,46.0,0.8,0.4,98.7,4.3,31.8,24.2,79,54.3,2.8,270.8,5.0,Navy,67.8,369.4,5.5,2.9,2002
79,21.1,12.5,1.3,7.3,0.5,12,39.3,23.3,59.2,1.5,2.1,279.8,4.2,33.8,24.0,80,32.3,1.1,100.0,3.1,Wyoming,71.5,379.8,5.3,2.0,2002
80,19.0,11.9,1.0,6.1,1.0,12,36.8,20.7,56.2,1.8,1.9,246.8,5.4,41.1,23.8,81,32.6,1.3,113.8,3.5,Eastern Michigan,69.3,360.6,5.2,2.8,2002
81,22.4,13.6,1.8,7.0,0.8,12,42.7,25.2,59.0,1.5,1.9,289.6,6.6,61.9,23.8,82,33.0,1.2,115.0,3.5,Idaho,75.7,404.6,5.3,2.3,2002
82,21.6,14.5,1.9,5.2,1.3,13,44.9,27.1,60.3,0.8,1.8,330.9,6.3,52.7,23.8,83,28.5,0.7,72.9,2.6,San Diego State,73.4,403.8,5.5,2.1,2002
83,19.8,8.3,1.9,9.5,0.8,12,29.0,16.6,57.2,1.3,1.7,178.7,5.1,40.7,23.2,84,41.6,1.3,162.9,3.9,Ball State,70.6,341.6,4.8,2.2,2002
84,19.2,3.6,1.0,14.5,1.3,11,13.7,6.1,44.4,0.6,0.5,99.2,5.5,44.5,23.0,85,55.1,2.2,247.7,4.5,Rice,68.8,346.9,5.0,1.9,2002
85,18.7,9.0,0.8,8.9,1.2,13,27.4,16.8,61.2,0.5,1.1,202.7,7.3,58.5,22.8,86,39.8,1.5,150.5,3.8,Tennessee,67.2,353.2,5.3,1.8,2002
86,20.5,12.5,1.1,6.9,1.2,12,41.8,23.1,55.3,1.8,1.3,260.8,8.3,64.9,22.7,87,35.0,1.4,121.1,3.5,Brigham Young,76.8,381.8,5.0,2.9,2002
87,20.7,10.8,1.3,8.6,1.2,12,37.6,21.8,57.9,1.2,0.8,232.0,7.3,65.3,22.7,88,36.4,2.1,157.0,4.3,Northwestern,74.0,389.0,5.3,2.3,2002
88,20.1,9.1,1.7,9.3,1.1,11,34.6,19.5,56.4,1.2,1.5,208.3,7.4,68.2,22.6,89,40.2,1.4,163.9,4.1,Utah,74.8,372.2,5.0,2.3,2002
89,19.6,9.0,0.8,9.8,0.8,12,31.2,16.2,51.9,0.7,0.8,166.2,4.8,38.9,22.3,90,46.3,1.8,206.1,4.4,Central Michigan,77.5,372.3,4.8,1.5,2002
90,15.5,6.5,1.3,7.6,1.2,13,26.2,13.2,50.4,1.0,0.8,174.2,6.1,53.5,22.3,91,40.6,1.2,139.4,3.4,Notre Dame,66.8,313.5,4.7,2.2,2002
91,17.6,8.0,1.5,8.1,1.3,12,28.9,14.1,48.7,0.8,1.3,184.5,8.3,65.8,22.3,92,38.2,1.0,130.2,3.4,UAB,67.1,314.7,4.7,2.0,2002
92,18.0,8.0,1.8,8.2,1.5,13,28.5,14.3,50.1,0.8,0.8,188.5,7.4,56.6,21.7,93,40.2,1.5,143.7,3.6,Southern Mississippi,68.8,332.2,4.8,2.3,2002
93,19.5,9.2,1.8,8.4,0.8,13,33.5,18.4,54.9,1.5,1.2,211.1,7.3,60.9,21.5,94,38.5,1.5,163.6,4.3,Georgia Tech,71.9,374.7,5.2,2.3,2002
94,19.4,11.4,0.9,7.1,0.7,12,37.2,19.0,51.1,1.8,1.5,251.7,4.8,47.1,21.5,95,36.2,1.0,116.5,3.2,Indiana,73.3,368.2,5.0,2.4,2002
95,20.0,8.9,2.4,8.7,1.1,12,35.8,16.7,46.5,1.1,1.1,190.5,5.1,43.8,20.7,96,39.3,1.5,126.3,3.2,Kansas,75.2,316.8,4.2,2.2,2002
96,17.8,8.5,1.8,7.5,0.7,11,33.5,17.3,51.5,2.0,1.3,178.2,8.0,64.4,20.5,97,38.8,1.1,133.2,3.4,Stanford,72.4,311.4,4.3,2.7,2002
97,18.1,8.4,2.6,7.1,1.3,12,31.7,15.5,48.9,1.9,1.3,180.5,8.3,70.6,20.2,98,39.5,0.9,137.3,3.5,Temple,71.2,317.8,4.5,3.2,2002
98,15.9,6.2,0.8,8.9,1.3,13,22.3,11.5,51.7,0.7,0.5,143.7,7.6,62.0,19.9,99,41.3,1.9,182.6,4.4,Arkansas State,63.6,326.3,5.1,2.0,2002
99,18.3,8.9,2.0,7.4,1.1,12,35.2,17.0,48.3,1.2,1.4,222.0,9.7,75.9,19.7,100,34.4,1.0,121.8,3.5,Louisiana-Monroe,69.6,343.8,4.9,2.3,2002
100,17.7,9.3,2.1,6.3,1.0,12,33.6,17.8,52.9,0.8,1.5,193.4,6.5,48.9,19.4,101,35.8,1.0,123.3,3.4,Tulsa,69.4,316.8,4.6,1.8,2002
101,14.6,4.4,1.7,8.5,1.3,13,16.7,7.5,45.2,0.7,0.6,102.1,8.1,71.0,19.2,102,45.2,1.8,182.5,4.0,North Texas,61.8,284.5,4.6,2.0,2002
102,18.0,12.1,2.1,3.8,0.9,12,35.8,20.5,57.2,1.2,1.4,289.8,7.3,58.8,18.9,103,30.0,0.6,43.8,1.5,Arizona,65.8,333.6,5.1,2.1,2002
103,18.3,8.3,1.3,8.8,0.8,12,32.2,17.2,53.4,1.1,1.5,199.9,5.4,44.3,18.9,104,40.6,0.7,158.4,3.9,Duke,72.8,358.3,4.9,1.9,2002
104,18.0,9.9,1.4,6.7,1.3,12,36.8,18.8,51.1,1.8,1.1,217.6,7.1,61.2,18.9,105,35.1,0.8,119.3,3.4,Mississippi State,71.9,336.8,4.7,3.2,2002
105,16.1,7.8,1.7,6.6,1.1,12,31.4,15.0,47.7,1.8,0.9,179.1,6.3,58.7,18.8,106,35.7,1.3,120.4,3.4,Army,67.1,299.5,4.5,2.8,2002
106,16.7,5.6,1.3,9.8,0.9,12,21.8,11.7,53.6,1.3,0.8,151.8,6.3,56.4,18.8,107,39.8,1.3,167.0,4.2,South Carolina,61.5,318.8,5.2,2.2,2002
107,19.8,11.0,1.6,7.3,1.3,12,36.1,19.8,54.7,1.2,1.8,266.6,7.9,66.0,18.6,108,34.5,0.6,102.5,3.0,North Carolina,70.6,369.1,5.2,2.5,2002
108,16.5,6.0,0.8,9.7,1.1,12,21.4,10.7,49.8,1.0,0.8,139.1,6.1,47.3,18.4,109,40.1,1.5,173.5,4.3,Vanderbilt,61.5,312.6,5.1,2.1,2002
109,18.4,8.0,1.4,9.0,1.3,12,31.3,14.2,45.3,1.8,1.1,178.8,6.6,53.7,18.3,110,42.4,1.1,154.1,3.6,UTEP,73.7,332.8,4.5,3.1,2002
110,17.8,5.0,1.6,11.3,1.3,12,25.4,11.0,43.3,1.6,0.5,127.3,5.4,47.4,18.2,111,44.7,1.7,176.3,3.9,Troy,70.1,303.7,4.3,2.9,2002
111,15.8,8.2,2.2,5.4,0.6,12,36.0,17.4,48.4,1.1,1.1,177.8,6.1,53.3,17.8,112,31.8,1.1,98.3,3.1,Buffalo,67.8,276.2,4.1,1.7,2002
112,19.2,7.1,1.3,10.8,0.9,12,27.5,14.3,52.1,1.5,0.9,159.3,5.5,52.1,17.3,113,45.9,1.3,182.3,4.0,SMU,73.4,341.6,4.7,2.4,2002
113,15.8,9.6,1.3,4.8,1.3,12,36.0,19.5,54.2,1.6,1.1,227.8,5.8,47.5,16.9,114,32.0,0.8,61.2,1.9,Louisiana,68.0,288.9,4.2,2.8,2002
114,18.3,9.2,2.0,7.1,1.1,12,33.3,18.7,56.0,1.8,0.8,231.5,9.2,75.5,16.8,115,37.3,1.3,103.4,2.8,Baylor,70.6,334.9,4.7,2.9,2002
115,16.9,5.5,1.0,10.4,0.9,12,23.2,11.4,49.3,1.8,0.5,120.2,7.0,58.9,16.8,116,40.4,1.3,214.9,5.3,Kent State,63.6,335.1,5.3,2.7,2002
116,14.0,7.6,1.7,4.8,1.3,12,34.4,15.7,45.5,1.9,1.0,162.3,8.9,67.5,13.9,117,35.0,0.4,51.7,1.5,Rutgers,69.4,214.0,3.1,3.2,2002
0,23.2,13.5,2.1,7.6,0.9,14,34.9,21.1,60.3,0.6,2.4,336.3,7.2,70.1,43.0,1,40.9,2.9,150.1,3.7,Boise State,75.8,486.4,6.4,1.5,2003
1,26.4,16.1,1.7,8.6,0.6,14,38.2,25.9,67.9,0.8,2.7,340.9,6.7,59.0,43.0,2,37.0,2.6,160.3,4.3,Miami (OH),75.2,501.1,6.7,1.4,2003
