,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,g,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,ranker,rush_att,rush_td,rush_yds,rush_yds_per_att,school_name,tot_plays,tot_yds,tot_yds_per_play,turnovers,year
32,19.6,9.6,1.4,8.6,0.7,14,28.4,17.9,63.0,0.9,1.7,209.9,6.3,57.7,31.4,33,35.7,1.9,171.4,4.8,Florida State,64.1,381.3,6.0,1.6,2010
33,23.8,12.1,1.4,10.3,0.9,13,36.2,24.1,66.5,0.6,1.8,280.7,8.3,77.5,31.2,34,36.0,1.9,194.6,5.4,Baylor,72.2,475.3,6.6,1.5,2010
34,22.2,12.5,1.6,8.2,0.8,13,35.2,22.9,65.1,0.7,2.0,269.3,5.5,45.9,31.2,35,34.8,2.0,158.5,4.6,Kentucky,70.0,427.8,6.1,1.5,2010
35,23.8,12.5,1.8,9.5,1.2,13,39.6,23.9,60.4,1.2,2.2,276.8,7.8,62.5,31.2,36,39.9,1.5,165.0,4.1,Texas A&M,79.5,441.8,5.6,2.3,2010
36,23.3,11.5,1.8,10.1,0.7,13,34.8,21.5,61.6,1.0,2.2,242.2,7.1,60.9,31.0,37,36.7,1.5,189.3,5.2,USC,71.5,431.5,6.0,1.7,2010
37,18.1,6.8,0.7,10.6,1.1,14,20.1,11.6,57.8,0.6,1.1,150.6,7.8,70.9,30.9,38,45.3,2.3,247.6,5.5,Nebraska,65.4,398.1,6.1,1.7,2010
38,20.6,10.1,1.1,9.3,0.6,14,27.8,18.0,64.8,1.2,1.6,238.4,5.3,41.6,30.9,39,37.3,1.9,154.4,4.1,South Carolina,65.1,392.8,6.0,1.9,2010
39,21.8,4.8,0.7,16.4,0.8,13,12.9,6.8,52.4,0.5,0.9,119.3,4.5,40.5,30.8,40,57.5,3.2,306.5,5.3,Air Force,70.5,425.8,6.0,1.3,2010
40,18.7,8.5,1.0,9.2,0.8,12,27.5,15.4,56.1,1.2,1.4,192.3,5.7,51.1,30.6,41,41.3,2.3,207.6,5.0,Ole Miss,68.8,399.8,5.8,2.0,2010
41,21.8,10.9,1.9,9.0,1.0,12,36.3,22.0,60.6,1.0,1.9,254.3,7.0,59.5,30.0,42,35.0,1.9,149.1,4.3,Arkansas State,71.3,403.4,5.7,2.0,2010
42,19.0,9.4,1.3,8.3,1.2,13,29.3,17.7,60.4,0.9,0.9,184.3,7.8,57.3,29.8,43,38.8,2.4,166.5,4.3,Florida,68.1,350.8,5.2,2.1,2010
43,22.1,12.5,1.3,8.3,0.6,13,37.7,24.0,63.7,0.8,1.3,253.2,6.1,57.5,29.8,44,33.8,2.2,156.4,4.6,Missouri,71.5,409.6,5.7,1.4,2010
44,17.5,6.5,0.9,10.2,1.0,13,23.2,13.3,57.5,0.8,0.8,155.6,5.9,46.4,29.7,45,41.4,2.2,185.7,4.5,LSU,64.5,341.3,5.3,1.8,2010
45,20.5,4.7,1.3,14.5,0.8,13,12.1,6.5,53.5,0.5,1.0,120.0,3.4,27.6,29.7,46,53.2,2.8,284.8,5.3,Navy,65.3,404.8,6.2,1.2,2010
46,19.4,11.2,1.0,7.2,0.7,13,28.7,18.8,65.4,0.8,1.8,236.4,6.7,58.0,29.5,47,34.2,1.9,152.2,4.5,Michigan State,62.8,388.5,6.2,1.5,2010
47,19.3,10.0,1.3,8.0,1.2,13,28.0,17.5,62.6,0.7,1.8,220.0,5.6,49.4,29.0,48,38.0,1.5,150.6,4.0,Fresno State,66.0,370.6,5.6,1.8,2010
48,20.6,8.5,1.0,11.1,0.6,13,22.2,12.9,58.3,1.0,1.4,186.5,5.2,43.0,29.0,49,47.6,2.2,214.8,4.5,Mississippi State,69.8,401.3,5.8,1.6,2010
49,20.1,10.2,1.5,8.4,0.4,13,27.5,17.4,63.3,0.5,2.0,234.5,4.9,37.4,28.9,50,34.5,1.2,148.4,4.3,Iowa,62.0,382.9,6.2,0.8,2010
50,19.2,8.5,1.3,9.4,0.5,13,29.5,18.0,60.9,1.1,1.2,207.5,8.2,73.3,28.8,51,40.2,2.0,187.5,4.7,Florida International,69.7,395.1,5.7,1.6,2010
51,19.7,9.4,1.2,9.1,0.8,12,30.0,18.2,60.6,1.0,1.7,215.9,5.2,44.1,28.7,52,41.2,2.0,159.4,3.9,Rice,71.2,375.3,5.3,1.8,2010
52,23.7,14.7,1.8,7.2,0.8,13,40.3,27.5,68.1,0.9,1.9,307.7,7.1,52.5,28.2,53,33.5,1.5,131.7,3.9,Arizona,73.8,439.4,6.0,1.7,2010
53,17.8,8.4,1.5,8.0,0.7,13,28.1,17.5,62.5,1.1,1.8,198.0,7.8,64.2,27.9,54,38.1,1.7,167.4,4.4,Toledo,66.2,365.4,5.5,1.8,2010
54,17.0,6.8,1.0,9.2,0.9,13,20.9,12.2,58.5,1.5,1.5,162.3,5.7,48.3,27.5,55,38.2,1.9,163.8,4.3,Ohio,59.1,326.1,5.5,2.5,2010
55,21.7,13.9,2.0,5.8,0.7,12,42.8,25.9,60.6,1.0,2.1,287.2,4.3,39.7,27.2,56,29.0,1.1,100.3,3.5,Indiana,71.8,387.5,5.4,1.7,2010
56,21.9,10.8,2.2,8.9,1.2,12,36.3,20.9,57.7,1.3,2.3,260.7,6.8,63.4,27.1,57,33.5,1.3,156.7,4.7,Cincinnati,69.8,417.3,6.0,2.4,2010
57,17.8,10.1,1.8,5.9,0.7,13,32.2,18.3,56.8,1.2,2.0,254.5,5.8,44.1,27.0,58,31.4,1.1,109.2,3.5,Tennessee,63.6,363.8,5.7,1.8,2010
58,20.9,10.3,1.3,9.3,1.1,12,35.4,21.7,61.2,1.3,1.3,218.9,4.9,43.9,26.8,59,38.8,1.8,170.9,4.4,Louisiana Tech,74.2,389.8,5.3,2.3,2010
59,18.4,4.1,0.5,13.8,0.8,13,10.6,5.5,52.2,0.2,0.5,78.1,4.2,40.9,26.6,60,56.0,2.6,251.6,4.5,Army,66.6,329.7,4.9,1.1,2010
60,20.0,13.2,1.8,5.0,0.8,13,42.2,24.1,57.0,1.3,2.1,298.6,6.8,67.4,26.6,61,28.7,0.9,88.2,3.1,Idaho,70.9,386.8,5.5,2.2,2010
61,18.6,7.9,1.1,9.6,1.1,13,29.5,17.4,58.9,1.8,0.7,191.2,6.2,55.8,26.5,62,40.4,2.5,180.8,4.5,Middle Tennessee State,69.9,371.9,5.3,2.9,2010
62,16.2,7.3,0.7,8.2,0.8,13,27.5,14.5,52.7,0.7,0.8,151.1,4.8,40.2,26.4,63,38.5,1.5,174.7,4.5,Connecticut,66.0,325.8,4.9,1.5,2010
63,18.8,9.1,1.2,8.5,0.6,13,27.9,16.7,59.8,0.6,1.7,194.0,7.9,63.8,26.4,64,36.3,1.3,175.0,4.8,Louisville,64.2,369.0,5.7,1.2,2010
64,21.8,10.3,1.5,10.1,1.0,13,29.6,20.2,68.3,0.8,1.3,235.2,6.3,56.6,26.4,65,42.8,1.7,155.9,3.6,Northwestern,72.5,391.1,5.4,1.8,2010
65,22.2,11.4,1.4,9.4,0.7,13,34.1,18.5,54.2,2.1,1.6,238.8,8.2,68.7,26.3,66,38.0,1.5,182.5,4.8,Miami (FL),72.1,421.3,5.8,2.8,2010
66,20.1,11.7,1.5,6.8,0.6,13,37.0,21.9,59.3,1.2,2.2,253.1,4.5,40.8,26.3,67,31.8,0.8,126.6,4.0,Notre Dame,68.8,379.7,5.5,1.8,2010
67,18.4,9.2,1.3,7.8,0.8,13,27.7,17.7,63.9,0.8,1.2,201.2,6.7,54.8,26.3,68,36.2,1.8,165.7,4.6,Pitt,63.8,366.9,5.7,1.7,2010
68,21.3,11.8,1.4,8.2,0.8,12,38.8,21.2,54.6,1.2,2.3,267.0,5.3,50.8,26.3,69,34.8,1.2,155.8,4.5,UAB,73.5,422.8,5.8,2.0,2010
69,21.8,10.5,2.2,9.1,0.8,13,32.9,18.7,56.8,0.8,1.3,198.4,5.4,44.8,26.2,70,39.8,1.8,168.1,4.2,Brigham Young,72.8,366.5,5.0,1.6,2010
70,20.4,3.2,1.3,15.8,1.5,13,12.9,4.9,38.1,0.5,0.7,83.9,6.2,53.0,26.0,71,57.9,2.4,323.3,5.6,Georgia Tech,70.8,407.2,5.7,2.1,2010
71,20.4,10.8,2.2,7.4,0.5,13,33.2,17.5,52.8,1.1,1.8,223.3,5.9,51.4,26.0,72,31.7,1.4,137.1,4.3,UTEP,64.9,360.4,5.6,1.6,2010
72,17.8,7.1,1.6,9.2,0.5,12,27.7,15.4,55.7,0.9,1.3,175.1,6.7,57.1,25.8,73,35.7,1.6,158.9,4.5,California,63.3,334.0,5.3,1.4,2010
73,20.7,13.0,0.8,6.9,0.9,14,36.9,21.7,58.9,1.0,2.2,275.8,5.4,51.0,25.7,74,28.9,1.0,138.8,4.8,SMU,65.7,414.6,6.3,1.9,2010
74,19.9,12.8,1.1,6.1,0.8,12,40.8,24.6,60.3,1.6,1.2,271.3,4.6,40.6,25.3,75,31.9,1.6,110.0,3.4,Duke,72.7,381.3,5.2,2.3,2010
75,18.9,10.1,1.3,7.5,1.1,13,32.7,21.8,66.6,0.7,1.5,264.0,7.6,58.2,25.3,76,33.8,1.4,125.7,3.7,North Carolina,66.5,389.7,5.9,1.8,2010
76,21.3,12.1,1.5,7.7,0.5,12,36.9,21.8,59.1,1.4,1.7,265.5,8.2,73.3,25.3,77,34.9,1.4,139.3,4.0,Virginia,71.8,404.8,5.6,1.9,2010
77,20.0,8.5,1.8,9.7,1.5,13,29.4,18.8,64.1,0.6,1.8,213.0,4.8,40.6,25.2,78,40.5,1.4,159.7,3.9,West Virginia,69.8,372.7,5.3,2.2,2010
78,16.8,7.3,1.3,8.2,1.1,12,24.8,14.1,56.9,1.1,1.3,183.8,5.9,46.1,25.0,79,35.8,1.7,150.3,4.2,Temple,60.6,334.1,5.5,2.2,2010
79,21.3,11.5,1.8,8.1,1.1,12,38.8,22.3,57.6,1.0,1.6,245.8,5.1,36.5,24.9,80,36.2,1.4,127.5,3.5,Tulane,74.9,373.3,5.0,2.1,2010
80,19.2,10.5,1.1,7.7,0.3,13,32.7,18.2,55.5,1.3,1.5,229.7,4.1,30.9,24.5,81,34.5,1.2,142.5,4.1,Penn State,67.2,372.2,5.5,1.6,2010
81,22.0,12.8,2.3,6.9,0.9,12,39.8,24.0,60.4,1.5,1.4,284.0,5.7,51.6,24.4,82,31.9,1.5,105.8,3.3,Central Michigan,71.7,389.8,5.4,2.4,2010
82,18.5,10.5,1.7,6.3,0.3,12,31.3,18.4,58.9,1.0,1.6,206.9,6.1,56.3,24.4,83,32.0,1.5,119.6,3.7,Oregon State,63.3,326.5,5.2,1.3,2010
83,19.8,10.3,1.8,7.7,0.7,12,33.1,19.8,59.7,0.9,1.8,222.7,6.6,50.3,24.2,84,37.5,1.3,137.0,3.7,Colorado,70.6,359.7,5.1,1.6,2010
84,16.5,6.7,2.1,7.8,0.5,13,24.8,14.2,57.3,1.2,1.0,164.5,5.7,46.1,24.1,85,37.5,1.5,144.8,3.9,South Florida,62.3,309.4,5.0,1.7,2010
85,18.0,9.2,1.9,6.8,0.7,13,31.5,17.7,56.2,1.1,1.3,195.6,6.0,55.2,24.0,86,35.2,1.5,139.0,4.0,Clemson,66.6,334.6,5.0,1.8,2010
86,18.7,7.4,1.1,10.2,0.8,12,26.3,15.2,57.6,0.8,1.3,173.1,7.1,51.5,23.9,87,40.8,1.4,202.2,5.0,North Texas,67.1,375.3,5.6,1.5,2010
87,20.2,9.8,1.8,8.6,1.1,12,37.1,21.8,58.9,1.4,0.8,232.0,6.3,55.3,23.8,88,36.1,1.6,150.5,4.2,Texas,73.2,382.5,5.2,2.5,2010
88,19.9,9.8,2.3,7.8,0.7,12,31.5,17.4,55.3,0.8,1.8,226.1,5.6,43.1,23.2,89,37.3,1.2,135.3,3.6,Minnesota,68.8,361.3,5.3,1.4,2010
89,15.8,5.3,1.3,9.3,0.6,12,25.2,13.8,55.0,0.8,0.8,143.8,4.9,45.3,22.8,90,38.3,1.9,158.5,4.1,Wake Forest,63.5,302.3,4.8,1.4,2010
90,17.9,7.6,1.4,8.9,0.7,12,24.6,12.6,51.2,0.5,0.9,143.5,6.3,47.2,22.8,91,41.7,1.8,175.5,4.2,Western Kentucky,66.3,319.0,4.8,1.2,2010
91,17.5,10.0,1.3,6.2,0.8,12,36.3,19.1,52.5,1.3,1.5,250.0,5.7,40.9,22.3,92,34.5,1.2,100.6,2.9,Louisiana,70.8,350.6,4.9,2.1,2010
92,17.3,8.3,1.2,7.8,1.0,13,28.0,15.8,56.3,0.6,1.5,182.7,7.2,59.3,22.2,93,34.5,1.1,140.2,4.1,Syracuse,62.5,322.8,5.2,1.6,2010
93,16.3,7.3,1.3,7.8,1.3,12,25.8,13.8,53.7,1.3,1.5,153.6,5.7,49.5,22.0,94,37.1,0.9,152.3,4.1,Ball State,62.8,305.8,4.9,2.6,2010
94,19.2,7.8,1.8,9.6,0.6,12,27.0,14.3,53.1,1.2,0.7,178.7,6.6,58.2,22.0,95,44.0,2.0,168.7,3.8,Utah State,71.0,347.3,4.9,1.8,2010
95,18.5,8.3,1.6,8.5,0.6,13,28.9,15.8,54.5,0.7,1.5,190.4,6.4,56.2,21.8,96,37.0,1.2,172.2,4.7,Washington,65.9,362.5,5.5,1.3,2010
96,18.3,8.8,1.7,7.9,0.6,12,31.1,17.6,56.6,0.8,1.2,174.3,5.9,51.3,21.7,97,37.9,1.3,143.2,3.8,Iowa State,69.0,317.4,4.6,1.4,2010
97,19.0,11.4,1.0,6.6,0.6,14,35.9,23.1,64.2,1.1,1.4,253.7,5.6,45.8,21.6,98,31.3,1.0,98.3,3.1,Miami (OH),67.2,352.0,5.2,1.7,2010
98,17.4,10.3,1.7,5.5,1.0,12,38.3,22.2,58.0,1.7,1.0,231.6,6.0,53.3,21.3,99,30.1,1.3,62.8,2.1,Bowling Green State,68.3,294.4,4.3,2.7,2010
99,16.8,8.8,1.0,6.9,1.1,12,32.5,19.0,58.5,1.2,0.9,200.8,6.2,55.8,21.3,100,31.9,1.3,113.6,3.6,Kent State,64.4,314.3,4.9,2.3,2010
100,18.6,10.7,0.9,7.0,0.9,12,33.4,20.6,61.6,1.2,1.5,226.7,8.0,65.8,20.8,101,39.4,1.1,120.3,3.1,Louisiana-Monroe,72.8,347.0,4.8,2.1,2010
101,16.5,9.2,2.2,5.2,0.7,12,35.1,19.6,55.8,1.3,1.8,217.1,6.6,54.8,20.8,102,28.8,0.6,97.2,3.4,Marshall,63.8,314.3,4.9,1.9,2010
102,15.5,8.5,1.3,5.8,0.4,12,27.0,14.7,54.3,0.8,1.3,194.0,7.0,50.4,20.8,103,37.1,0.9,100.9,2.7,Rutgers,64.1,294.9,4.6,1.3,2010
103,18.4,7.1,1.8,9.6,1.3,12,26.5,13.5,50.9,1.2,0.8,141.1,6.7,60.4,20.2,104,40.3,1.7,175.6,4.4,UCLA,66.8,316.7,4.7,2.4,2010
104,15.8,6.8,1.0,8.0,0.8,12,29.5,16.4,55.6,1.4,1.1,150.8,6.4,57.0,19.7,105,36.8,1.0,160.8,4.4,Purdue,66.3,311.6,4.7,2.3,2010
105,17.7,10.2,1.7,5.8,0.9,12,32.0,18.9,59.1,1.0,1.6,239.2,6.3,59.5,19.6,106,34.8,0.9,91.0,2.6,Washington State,66.8,330.2,4.9,1.9,2010
106,14.4,6.4,1.8,6.3,0.8,12,24.1,14.5,60.2,0.8,1.0,166.0,5.4,46.8,19.2,107,33.5,1.4,119.5,3.6,Wyoming,57.6,285.5,5.0,1.5,2010
107,17.0,6.8,1.7,8.5,0.8,12,23.5,12.5,53.2,1.2,1.2,160.1,5.6,53.3,19.0,108,42.6,1.4,173.3,4.1,Eastern Michigan,66.1,333.4,5.0,2.0,2010
108,15.0,7.3,1.6,6.1,0.5,13,27.0,13.8,51.3,1.5,1.0,171.2,5.7,50.8,18.5,109,35.7,0.8,127.9,3.6,Boston College,62.7,299.1,4.8,1.9,2010
109,15.7,7.5,1.9,6.3,0.5,13,27.1,14.7,54.3,0.9,1.4,170.9,5.9,59.0,18.4,110,34.8,0.7,103.3,3.0,UNLV,61.9,274.2,4.4,1.5,2010
110,18.3,7.8,2.6,7.8,0.5,12,29.4,16.9,57.5,1.2,0.9,161.8,6.0,56.8,17.1,111,39.2,1.1,134.6,3.4,Kansas,68.6,296.4,4.3,1.7,2010
111,15.0,6.8,0.9,7.3,0.7,12,30.0,14.1,46.9,0.9,0.9,159.4,5.6,44.7,16.9,112,35.1,1.1,138.8,4.0,Vanderbilt,65.1,298.3,4.6,1.6,2010
112,15.8,8.6,1.3,5.9,1.0,12,28.5,16.1,56.4,1.2,1.4,208.3,7.3,57.9,16.8,113,33.3,0.7,94.3,2.8,Florida Atlantic,61.8,302.6,4.9,2.2,2010
113,18.1,10.1,1.0,7.0,0.8,12,32.8,21.1,64.4,1.1,0.9,221.8,4.5,40.5,16.5,114,32.7,0.8,113.0,3.5,Colorado State,65.4,334.8,5.1,1.8,2010
114,15.6,10.2,1.2,4.2,0.6,13,33.5,19.5,58.3,1.3,1.3,236.5,6.5,50.6,16.1,115,27.1,0.5,78.5,2.9,San Jose State,60.6,315.1,5.2,1.9,2010
115,15.7,6.8,1.8,7.2,1.3,12,30.4,16.0,52.6,1.3,0.9,157.7,6.6,58.4,15.8,116,36.7,0.8,108.0,2.9,New Mexico,67.1,265.7,4.0,2.6,2010
116,17.0,7.9,1.7,7.4,0.8,12,31.3,15.4,49.2,0.8,0.8,167.4,6.2,61.8,15.7,117,37.4,0.7,129.1,3.4,New Mexico State,68.8,296.5,4.3,1.5,2010
117,14.7,7.7,1.7,5.3,0.7,12,29.1,14.5,49.9,1.2,1.0,155.1,5.5,46.8,15.6,118,32.8,0.8,113.4,3.5,Akron,61.8,268.5,4.3,1.8,2010
118,14.3,7.8,1.0,5.5,1.1,12,27.9,15.6,55.8,1.1,1.2,193.4,6.3,48.7,14.4,119,31.9,0.4,91.6,2.9,Memphis,59.8,285.0,4.8,2.2,2010
119,17.2,9.1,1.8,6.3,0.8,12,34.2,15.4,45.1,1.9,1.4,184.3,5.1,48.8,14.2,120,36.7,0.3,113.4,3.1,Buffalo,70.8,297.7,4.2,2.8,2010
0,28.1,18.4,1.4,8.2,0.6,14,48.7,34.2,70.2,0.4,3.9,450.1,6.1,49.9,49.3,1,30.0,2.4,149.0,5.0,Houston,78.7,599.1,7.6,1.1,2011
1,25.9,17.1,1.2,7.6,0.8,13,45.8,32.9,71.9,1.0,3.1,387.2,5.5,50.5,48.7,2,30.2,2.8,158.6,5.3,Oklahoma State,75.9,545.8,7.2,1.8,2011
2,24.2,9.4,1.4,13.4,0.9,14,27.6,16.9,61.1,0.5,2.8,223.6,7.2,65.0,46.1,3,44.9,3.0,299.2,6.7,Oregon,72.5,522.8,7.2,1.4,2011
3,29.0,13.5,2.0,13.5,1.4,13,32.6,23.6,72.4,0.5,3.1,351.5,7.1,64.5,45.3,4,44.3,2.8,235.6,5.3,Baylor,76.9,587.1,7.6,1.8,2011
4,25.7,15.5,1.8,8.3,0.6,13,36.7,27.1,73.8,0.8,3.5,309.4,5.3,47.2,44.2,5,37.8,2.4,171.9,4.5,Boise State,74.5,481.3,6.5,1.4,2011
5,23.3,10.3,1.3,11.7,0.4,14,23.4,16.6,71.0,0.4,2.4,234.3,4.8,38.9,44.1,6,43.5,3.4,235.6,5.4,Wisconsin,66.9,469.9,7.0,0.7,2011
6,25.0,13.2,1.7,10.1,0.5,13,32.1,22.8,71.2,0.8,2.9,278.7,6.2,55.2,43.2,7,39.8,2.5,210.6,5.3,Stanford,71.9,489.3,6.8,1.3,2011
7,23.8,11.7,1.2,10.9,0.5,13,32.7,22.4,68.5,0.5,2.6,267.7,7.3,63.2,42.2,8,42.7,2.5,213.6,5.0,Toledo,75.4,481.3,6.4,1.1,2011
8,21.7,9.8,1.6,10.3,1.1,13,26.9,17.8,66.0,0.5,1.9,231.6,5.5,52.8,40.8,9,40.9,2.9,208.6,5.1,Texas Christian,67.8,440.2,6.5,1.6,2011
9,25.9,15.8,1.1,9.0,1.0,13,44.8,28.1,62.6,1.2,2.2,349.4,4.9,45.5,39.5,10,36.1,2.3,162.9,4.5,Oklahoma,80.9,512.3,6.3,2.2,2011
10,26.5,14.5,1.7,10.3,0.7,13,41.3,25.5,61.6,1.2,2.2,291.1,7.0,65.8,39.1,11,39.0,2.2,199.2,5.1,Texas A&M,80.3,490.2,6.1,1.8,2011
11,23.8,10.6,1.9,11.3,0.9,14,29.1,18.1,62.0,0.4,2.1,241.9,5.5,53.4,38.3,12,42.5,2.4,234.1,5.5,Northern Illinois,71.6,476.0,6.6,1.4,2011
12,23.2,14.4,1.8,7.0,1.0,13,41.7,27.2,65.1,0.7,2.5,346.8,6.2,53.6,37.6,13,32.1,1.9,122.7,3.8,West Virginia,73.8,469.5,6.4,1.7,2011
13,23.4,10.6,1.9,10.9,1.3,14,34.9,20.9,59.7,0.9,2.3,256.2,7.8,63.9,36.9,14,39.5,1.2,205.1,5.2,Southern Mississippi,74.4,461.4,6.2,2.1,2011
14,21.5,12.8,1.5,7.2,1.0,13,36.2,23.0,63.5,0.5,2.0,300.7,6.2,45.6,36.8,15,31.7,1.9,137.4,4.3,Arkansas,67.9,438.1,6.4,1.5,2011
15,24.6,12.9,2.4,9.3,0.9,12,37.3,25.8,69.1,0.6,3.3,294.2,5.9,50.0,35.8,16,32.7,1.0,162.6,5.0,USC,69.9,456.8,6.5,1.5,2011
16,19.2,6.9,1.9,10.4,0.4,14,19.9,12.4,62.0,0.4,1.5,152.5,6.1,49.0,35.7,17,42.2,2.5,202.6,4.8,LSU,62.1,355.1,5.7,0.7,2011
17,24.6,15.7,2.3,6.6,1.4,13,42.6,28.4,66.6,1.2,3.1,337.3,7.1,56.2,35.3,18,30.1,1.3,121.2,4.0,Western Michigan,72.7,458.5,6.3,2.6,2011
18,23.2,6.0,1.5,15.7,1.4,13,15.7,9.5,60.3,0.6,1.2,140.1,4.7,43.2,34.9,19,55.6,3.3,314.8,5.7,Air Force,71.3,454.8,6.4,2.0,2011
19,21.5,10.4,0.8,10.3,0.3,13,27.5,18.2,66.4,0.6,1.2,215.2,3.8,31.5,34.8,20,39.1,2.6,214.5,5.5,Alabama,66.5,429.6,6.5,0.9,2011
20,20.4,4.2,0.8,15.4,0.8,13,12.8,6.3,49.1,0.6,0.8,142.3,4.5,36.9,34.3,21,55.2,3.5,316.5,5.7,Georgia Tech,68.1,458.8,6.7,1.5,2011
21,26.2,16.0,1.6,8.6,0.7,12,50.0,34.1,68.2,0.8,2.6,345.4,7.7,64.8,33.8,22,32.6,1.7,125.2,3.8,Texas Tech,82.6,470.6,5.7,1.5,2011
22,22.5,13.0,1.3,8.2,0.9,14,37.5,22.2,59.2,0.9,2.4,282.3,4.4,40.1,33.6,23,37.9,1.6,158.5,4.2,Clemson,75.4,440.8,5.8,1.7,2011
23,21.0,7.5,1.0,12.5,1.4,13,22.3,14.3,64.1,0.5,1.8,174.6,6.3,60.2,33.6,24,47.9,2.8,282.7,5.9,Utah State,70.2,457.3,6.5,1.8,2011
24,21.1,11.4,1.8,7.9,0.7,13,31.2,20.5,65.8,1.0,2.8,255.5,6.0,59.5,33.4,25,34.8,1.5,154.3,4.4,Washington,66.0,409.8,6.2,1.7,2011
25,19.6,8.8,1.8,9.0,0.5,13,30.2,17.2,56.9,1.1,1.5,207.2,5.2,46.7,33.3,26,38.5,2.2,178.5,4.6,Cincinnati,68.6,385.7,5.6,1.6,2011
26,20.8,7.5,1.9,11.4,0.5,13,21.8,11.9,54.6,1.2,1.7,182.8,4.1,35.2,33.3,27,43.1,2.4,221.8,5.2,Michigan,64.9,404.7,6.2,1.7,2011
27,23.8,14.2,2.5,7.1,0.8,13,40.5,25.6,63.2,1.0,2.1,316.7,8.0,79.8,33.2,28,32.5,1.8,129.1,4.0,Arizona State,73.1,445.8,6.1,1.8,2011
28,22.1,11.2,1.3,9.5,1.3,13,32.4,19.7,60.8,1.3,2.4,248.7,4.0,35.8,33.1,29,40.1,1.5,191.7,4.8,Tulsa,72.5,440.4,6.1,2.6,2011
29,24.3,9.7,1.2,13.5,0.6,13,29.5,18.7,63.4,0.8,1.8,231.5,5.4,45.6,32.8,30,45.3,2.3,244.0,5.4,Missouri,74.8,475.5,6.4,1.5,2011
30,23.4,13.0,1.2,9.2,0.8,13,38.5,25.1,65.2,1.2,1.6,293.6,6.9,60.4,32.5,31,39.7,1.9,154.2,3.9,Arkansas State,78.2,447.8,5.7,2.1,2011
31,18.9,10.9,1.7,6.3,1.0,13,33.6,20.5,60.9,0.8,1.9,269.5,7.6,66.1,32.3,32,35.1,1.5,125.2,3.6,Louisiana,68.7,394.6,5.7,1.8,2011
32,21.1,11.1,1.4,8.6,0.8,14,31.0,18.4,59.2,1.0,2.6,244.5,6.1,47.4,32.0,33,41.6,1.1,164.0,3.9,Georgia,72.6,408.5,5.6,1.8,2011
33,19.6,6.9,2.1,10.6,0.7,13,22.3,12.8,57.6,0.5,1.0,151.5,4.7,35.8,31.8,34,46.6,2.6,185.5,4.0,Kansas State,68.9,337.0,4.9,1.2,2011
34,26.5,12.0,1.5,13.0,1.0,13,31.5,20.8,66.0,0.9,1.5,259.2,6.9,56.5,31.7,35,48.3,2.2,247.5,5.1,Nevada,79.8,506.7,6.4,1.9,2011
35,22.5,15.2,2.2,5.2,1.2,13,46.0,27.6,60.0,0.8,2.2,308.8,6.1,45.9,31.5,36,23.2,1.7,95.4,4.1,Hawaii,69.2,404.2,5.8,2.0,2011
36,19.4,11.4,1.0,7.1,0.6,14,32.2,20.6,63.9,0.7,1.9,252.5,6.8,55.4,31.0,37,34.9,1.5,137.9,3.9,Michigan State,67.1,390.4,5.8,1.3,2011
37,25.8,16.9,2.3,6.5,0.5,12,48.1,33.2,69.0,1.3,2.4,370.8,7.9,65.5,30.8,38,27.6,1.4,94.5,3.4,Arizona,75.7,465.3,6.1,1.8,2011
38,18.9,10.3,1.5,7.1,0.5,13,29.5,19.0,64.5,0.9,1.9,257.0,7.9,67.3,30.6,39,33.6,1.5,112.2,3.3,Florida State,63.1,369.2,5.9,1.5,2011
39,18.8,5.8,1.3,11.7,0.6,13,15.2,8.9,58.6,0.3,0.8,126.8,5.2,43.1,30.6,40,48.9,2.9,256.5,5.2,Temple,64.2,383.3,6.0,0.9,2011
40,23.4,10.9,1.4,11.2,1.1,14,30.5,19.6,64.2,0.8,2.1,249.0,6.1,59.4,30.5,41,42.6,1.3,200.3,4.7,Ohio,73.1,449.3,6.1,1.9,2011
41,23.5,12.2,1.8,9.5,0.9,13,35.7,20.2,56.5,1.2,2.2,245.4,5.8,50.2,30.1,42,38.0,1.2,160.3,4.2,Brigham Young,73.7,405.7,5.5,2.1,2011
42,20.1,10.2,1.3,8.5,0.7,13,36.8,21.4,58.2,0.8,1.6,248.4,6.8,61.2,30.1,43,39.2,1.6,146.2,3.7,Louisiana Tech,75.9,394.6,5.2,1.5,2011
43,19.1,6.9,0.9,11.2,0.9,13,24.4,14.7,60.3,1.2,1.5,181.5,6.3,48.7,30.1,44,42.5,2.2,192.1,4.5,South Carolina,66.9,373.5,5.6,2.1,2011
44,21.6,11.4,1.5,8.8,0.6,13,34.5,18.3,53.0,0.6,1.8,242.9,4.6,41.1,29.8,45,37.4,2.2,184.5,4.9,San Diego State,71.9,427.4,5.9,1.2,2011
45,23.3,14.5,2.4,6.3,0.8,12,41.0,24.8,60.4,1.0,2.5,322.3,6.5,61.3,29.8,46,32.7,1.1,100.2,3.1,Washington State,73.7,422.4,5.7,1.8,2011
